Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,09/07/2024,Cons ad imp (Ir VAT),Change Delivery DG & Programme Office,ERNST & YOUNG LLP,5100021160,"795,160.02",Cons ad imp (Ir VAT),SE1 2AF,,,,
HMRC,HMRC,09/07/2024,Property mgmt. ser.,Estates,Workman Holding Account,5100021161,"3,579.16",Property mgmt. ser.,EC2V 6EE,,,,
HMRC,HMRC,09/07/2024,Prop. Man. (Ir VAT),Estates,Workman Holding Account,5100021161,"62,502.62",Prop. Man. (Ir VAT),EC2V 6EE,,,,
HMRC,HMRC,09/07/2024,National postal ZVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100021163,756.31,National postal ZVAT,S49 1HQ,,,,
HMRC,HMRC,09/07/2024,National postal EVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100021163,"43,525.81",National postal EVAT,S49 1HQ,,,,
HMRC,HMRC,09/07/2024,Nat Pst Del Ser(VAT),Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100021163,"197,041.45",Nat Pst Del Ser(VAT),S49 1HQ,,,,
HMRC,HMRC,09/07/2024,GovDept Serv(VAT Ex),Knowledge Analysis & Intelligence,OFFICE FOR NATIONAL STATISTICS,5100021182,"41,600.00",GovDept Serv(VAT Ex),NP10 8XG,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays HMRC,CDIO - Core,CGI IT UK LTD,5100021203,"41,230.80",PROJECT Mandays HMRC,CF31 9AP,,,,
HMRC,HMRC,09/07/2024,Soft Licen Off shelf,Programme and Operational Delivery,AKHTER COMPUTERS LTD,5100021209,"78,060.00",IT contractors,CM19 5QP,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021211,"51,346.40",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100021218,"63,828.56",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100021225,"47,240.80",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,EVIDEN TECHNOLOGY SERVICES LIMITED,5100021226,"40,842.78",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,09/07/2024,VOA,Wealthy & Mid-sized Business Compliance,VALUATION OFFICE AGENCY,5100021231,"683,334.00",VOA,W1D 5BU,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CGI IT UK LTD,5100021232,"22,185.00",IT contractors,CF31 9AP,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100021234,"148,460.40",IT contractors costs,EC3M 3BD,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100021238,"38,068.67",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100021239,"59,353.59",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100021240,"64,632.48",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100021241,"68,634.00",IT contractor costs,EC2M 4AG,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100021242,"36,955.65",IT contractor costs,EC2M 4AG,,,,
HMRC,HMRC,09/07/2024,Soft FM Services,Estates,OCS UK&I LIMITED,5100021248,"637,490.89",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021250,"68,595.71",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100021255,"158,378.67",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,10/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900180006,"22,446.90",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,10/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900180016,"573,997.94",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,10/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900180018,"22,106.46",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,10/07/2024,Consultancy Non IT,HR,DELOITTE LLP (L),1900180100,"180,000.00",HMRC target operating model,MK9 1FD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180113,"41,740.62",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180119,"416,666.67",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180120,"104,176.28",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180122,"52,003.65",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180124,"358,517.92",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180127,"158,484.11",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180129,"268,796.43",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180130,"54,753.42",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180131,"161,101.38",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180132,"59,391.87",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900180133,"61,015.06",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Prop. Man. (Ir VAT),Estates,Re:volve Property Services Ltd,5100018824,"-82,185.12",Prop. Man. (Ir VAT),SK9 1NT,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,CCG Transformation,CGI IT UK LTD,5100021263,"23,294.25",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,10/07/2024,Soft Licen Integral,CDIO - Core,FUJITSU SERVICES LTD,5100021274,"223,791.77",Soft Licen Integral,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,Project support,Change Delivery DG & Programme Office,IBM UNITED KINGDOM LTD,5100021277,"765,312.00",Project support,SE1 9PZ,,,,
HMRC,HMRC,10/07/2024,Training and tuition,Large Business Service,CASEWARE UK LTD,5100021279,"24,000.00",Training and tuition,ME14 1ST,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Estates,CGI IT UK LTD,5100021296,"22,185.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100021297,"33,700.00",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100021302,"67,082.88",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100021303,"78,678.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100021506,"22,185.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,10/07/2024,Physical Hosting,CDIO - Core,Crown Hosting Data Centres Ltd,5100021509,"212,858.98",Physical Hosting,SN13 9GB,,,,
HMRC,HMRC,10/07/2024,Block Charges,Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100021517,"1,289,575.34",Block Charges,G75 8EA,,,,
HMRC,HMRC,10/07/2024,Prop. Man. (Ir VAT),Estates,GOVERNMENT PROPERTY AGENCY,5100021519,"73,064.65",Prop. Man. (Ir VAT),SW1H 0NN,,,,
HMRC,HMRC,10/07/2024,Property mgmt. ser.,Estates,GOVERNMENT PROPERTY AGENCY,5100021519,"293,669.99",Property mgmt. ser.,SW1H 0NN,,,,
HMRC,HMRC,10/07/2024,Prop. Man. (Ir VAT),Estates,GOVERNMENT PROPERTY AGENCY,5100021522,"477,361.24",Prop. Man. (Ir VAT),SW1H 0NN,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CGI IT UK LTD,5100021523,"86,521.50",PROJECT Mandays HMRC,CF31 9AP,,,,
HMRC,HMRC,10/07/2024,Vehicle repairs,Fraud Investigation Service,KINTO UK LIMITED,5100021524,"38,352.30",Vehicle repairs,PO6 3EN,,,,
HMRC,HMRC,10/07/2024,Prop. Man. (Ir VAT),Estates,GOVERNMENT PROPERTY AGENCY,5100021527,"392,115.02",Prop. Man. (Ir VAT),SW1H 0NN,,,,
HMRC,HMRC,10/07/2024,Prop. Man. (Ir VAT),Estates,GOVERNMENT PROPERTY AGENCY,5100021528,"98,967.20",Prop. Man. (Ir VAT),SW1H 0NN,,,,
HMRC,HMRC,10/07/2024,Counsel Fee VAT Irre,Solicitor's Office & Legal Services,JONATHAN BREMNER KC,5100021530,"27,162.00",Counsel Fees,EC4Y 9AR,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays HMRC,Compliance Operations Directorate,CAPGEMINI,5100021531,"26,018.83",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,10/07/2024,Prop. Man. (Ir VAT),Estates,Re:volve Property Services Ltd,5100021532,"121,915.86",Prop. Man. (Ir VAT),SK9 1NT,,,,
HMRC,HMRC,10/07/2024,Prop. Man. (Ir VAT),Estates,Re:volve Property Services Ltd,5100021533,"100,004.17",Prop. Man. (Ir VAT),SK9 1NT,,,,
HMRC,HMRC,10/07/2024,Vehicle leasing,Fraud Investigation Service,KINTO UK LIMITED,5100021536,"126,396.37",Vehicle leasing,PO6 3EN,,,,
HMRC,HMRC,10/07/2024,Consultancy – IT,Solicitor's Office & Legal Services,COGNIZANT Technology Solutions,5100021538,"36,260.00",Consultancy - IT,EC2M 4AG,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays HMRC,CDIO - Core,VERSION 1 SOLUTIONS LTD,5100021541,"89,400.00",PROJECT Mandays HMRC,B97 4DL,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100021544,"70,287.75",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100021545,"103,744.31",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100021546,"83,401.69",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100021565,"60,600.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,FUJITSU SERVICES LTD,5100021566,"21,056.01",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,10/07/2024,GovDept Serv(VAT Ex),Benefits & Credits Delivery,NATIONAL SAVINGS & INVESTMENTS,5100021572,"492,506.25",GovDept Serv(VAT Ex),SW1V 2QX,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100021574,"67,041.20",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100021576,"28,983.09",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100021577,"22,185.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,CDIO - Core,HITACHI SOLUTIONS EUROPE LTD,5100021579,"933,867.84",PROJECT Mandays Supp,EC2N 1HQ,,,,
HMRC,HMRC,10/07/2024,Soft Licen Off shelf,CDIO - Core,BYTES SOFTWARE SERVICES LTD,5100021586,"168,469.20",Soft Licen Off shelf,KT22 7TW,,,,
HMRC,HMRC,10/07/2024,PROJECT Mandays Supp,Unity Business Services,CGI IT UK LTD,5100021592,"44,370.00",Project Support Labour Hours,CF31 9AP,,,,
HMRC,HMRC,11/07/2024,Tribunal appellant costs,Solicitor's Office & Legal Services,Mileage Reclaim Ltd,1900180154,"158,333.33",Costs awarded against department,EC4A 1BW,,,,
HMRC,HMRC,11/07/2024,Non-IT Contingent Labour,CDIO - Core,NETCOMPANY UK LTD,1900180163,"123,962.50",Non-IT Contingent Labour,LS1 5RU,,,,
HMRC,HMRC,11/07/2024,Non-IT Contingent Labour,CDIO - Core,NETCOMPANY UK LTD,1900180164,"62,056.25",Non-IT Contingent Labour,LS1 5RU,,,,
HMRC,HMRC,11/07/2024,Non-IT Contingent Labour,CDIO - Core,NETCOMPANY UK LTD,1900180166,"52,862.50",Non-IT Contingent Labour,LS1 5RU,,,,
HMRC,HMRC,11/07/2024,Scanning Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900180171,"378,458.04",Scanning Services,WV14 0UJ,,,,
HMRC,HMRC,11/07/2024,IT Software Licenses and Support,CDIO Transformation Programmes,INSIGHT DIRECT (UK) LTD,1900180233,"116,394.25",IT Software Licenses and Support,S1 2JF,,,,
HMRC,HMRC,11/07/2024,EU supply - Rec. VAT,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100021162,"25,200.00",EU supply - Rec. VAT,D02 F721,,,,
HMRC,HMRC,11/07/2024,Contact Platform Ser,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100021164,"275,207.28",Contact Platform Ser,D02 F721,,,,
HMRC,HMRC,11/07/2024,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100021598,"44,537.08",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100021601,"187,068.35",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/07/2024,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100021604,"91,873.47",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021605,"29,876.35",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100021608,"22,185.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,11/07/2024,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100021612,"3,327,628.00",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100021624,"162,575.63",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021626,"399,365.13",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021627,"57,781.41",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021628,"406,248.19",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/07/2024,Cons ad imp (Ir VAT),Change Delivery DG & Programme Office,ERNST & YOUNG LLP,5100021631,"187,434.00",Cons ad imp (Ir VAT),SE1 2AF,,,,
HMRC,HMRC,11/07/2024,Contin Labor Build,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100021633,"239,089.00",Customs Declaration Service Contractor Costs,EC2M 4AG,,,,
HMRC,HMRC,11/07/2024,Computer accessories,Estates,COMPUTACENTER (UK) LTD,5100021675,"49,738.80",Computer accessories,AL10 9TW,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CGI IT UK LTD,5100021769,"22,185.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,11/07/2024,Soft Licen Integral,Change Delivery DG & Programme Office,COMPUTACENTER (UK) LTD,5100021772,"484,158.00",Soft Licen Integral,AL10 9TW,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,FUJITSU SERVICES LTD,5100021774,"32,931.44",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,11/07/2024,Block Charges,Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100021791,"60,226.56",Block Charges,G75 8EA,,,,
HMRC,HMRC,11/07/2024,Consultancy – PPM,Estates,GOVERNMENT LEGAL DEPARTMENT,5100021792,"21,907.10",Consultancy – PPM,SW1H 9GL,,,,
HMRC,HMRC,11/07/2024,Project support,Government Banking and Payments,BARCLAYS BANK PLC T/A BARCLAYCARD,5100021795,"14,694.30",Project support,E14 5HP,,,,
HMRC,HMRC,11/07/2024,GBS Operational bank,Government Banking and Payments,BARCLAYS BANK PLC T/A BARCLAYCARD,5100021795,"896,400.42",GBS Operational bank,E14 5HP,,,,
HMRC,HMRC,11/07/2024,Grant in Aid Funding,Intermediaries,TAXAID,5100021798,"117,516.00",Grant in Aid Funding,SW1P 2AP,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,DELOITTE LLP (L),5100021800,"234,222.00",PROJECT Mandays Supp,MK9 1FD,,,,
HMRC,HMRC,11/07/2024,Grant in Aid Funding,Intermediaries,TAX VOLUNTEERS,5100021801,"80,000.00",Grant in Aid Funding,DT6 5DB,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays HMRC,Change Delivery DG & Programme Office,PEGASYSTEMS LTD,5100021809,"121,920.00",Q1 & Q2 PEGA,RG1 3JH,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021812,"21,863.34",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021814,"22,580.00",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021819,"50,247.50",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021821,"34,487.38",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,IT Software Licenses and Support,CDIO - Core,PagerDuty Inc,1900180271,"110,189.51",IT Software Licenses and Support,94103,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100021838,"21,820.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100021839,"363,740.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,EVIDEN TECHNOLOGY SERVICES LIMITED,5100021842,"40,838.46",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,12/07/2024,Office Fit Irrec VAT,Strat Planning Customer & Infrastructure,VINCI CONSTRUCTION UK LTD,5100021845,"318,708.11",IBF Build Costs ,WD24 4WW,,,,
HMRC,HMRC,12/07/2024,Office Fit Irrec VAT,Strat Planning Customer & Infrastructure,VINCI CONSTRUCTION UK LTD,5100021846,"175,014.35",IBF Build Costs ,WD24 4WW,,,,
HMRC,HMRC,12/07/2024,Office Fit Irrec VAT,Strat Planning Customer & Infrastructure,VINCI CONSTRUCTION UK LTD,5100021848,"56,419.60",IBF Build Costs ,WD24 4WW,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021856,"1,843,319.46",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021857,"349,484.32",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays HMRC,CDIO - Core,VERSION 1 SOLUTIONS LTD,5100021876,"30,885.00",PROJECT Mandays HMRC,B97 4DL,,,,
HMRC,HMRC,12/07/2024,Translation services,Fraud Investigation Service,THEBIGWORD INTERPRETING,5100021888,"42,336.50",Translation services,LS12 6AB,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,CAPGEMINI,5100021895,"59,017.53",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100021906,"44,607.14",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100021920,"35,613.26",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021922,"85,032.34",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100021924,"308,767.75",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100021926,"74,553.06",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100021927,"146,499.44",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100021928,"142,659.90",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100021929,"233,846.10",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,12/07/2024,CS Learning,Customs Policy and Strategy,ERNST & YOUNG LLP,5100021936,"27,800.00",CS Learning,SE1 2AF,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100021955,"86,780.71",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100021956,"289,493.23",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021959,"359,402.11",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100021960,"107,767.59",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,CAPGEMINI,5100021961,"37,442.95",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021963,"88,631.31",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100021964,"180,791.77",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,OHS,HR,VITA HEALTH SOLUTIONS LTD,5100021969,"22,909.25",This invoice charge is the fixed monthly (period 23/06/24 to 22/07/24) cost payable to our new contracted Employee Assistance Programme provider Vita Health.  Cost is for HMRC's core EAP service and is based on Headcount.  Invoices for core service are received monthly on actual basis. ,EC4Y 8EN,,,,
HMRC,HMRC,12/07/2024,OHS,HR,VITA HEALTH SOLUTIONS LTD,5100021970,"22,909.25",OHS,EC4Y 8EN,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100022112,"52,156.50",IT contractors,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100022148,"207,395.62",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022150,"-34,790.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022150,"208,740.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022151,"-47,970.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022151,"287,820.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022152,"-22,878.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022152,"137,268.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022154,"-26,160.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022154,"156,960.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100022155,"76,955.20",Customs Declaration Service Contractor Costs,EC2M 4AG,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022156,"-41,150.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022156,"246,900.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,12/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100022162,"-161,668.00",Insolvency Services,B4 6FD,,,,
