"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"249200","N/D","SCS1","Capability Delivery Senior Responsible Owner","Acts as Senior Responsible Owner for Capability Delivery across the whole of Strategic Command.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1719611","0","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"2129118","N/D","OF-6","Deputy Director Cyber","Responsible for leading the Cyber capability.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1719611","0","1.00","N/A","N/A","","Military","London","nan","1"
"1972493","Vacant","OF-6","Deputy Director Programmes","Responsible for the design and development of a sub-portfolio of equipment and services programmes and projects.","Ministry of Defence","Ministry of Defence","Strategic Command","N/A","UKStratCom-Secretariat@mod.gov.uk","1719611","0","1.00","N/A","N/A","","Military","London","nan","1"
"198417","N/D","SCS1","Head Commercial","Responsible for the provision of commercial advice and services to Strategic Command.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1719611","0","1.00","N/A","N/A","","Procurement Profession","London","Member of Government Commercial Organisation.","1"
"2118661","N/D","OF-6","Head Capability C4ISR","Sponsor for joint Command & Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance capabilities.  The portfolio also includes Cyber, Information Activities and Outreach, Cryptographic and Joint Training and Simulation capabilities.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1719611","0","1.00","N/A","N/A","","Military","London","nan","1"
"2118393","N/D","OF-6","Head Capability Special Projects","Responsible for the delivery of Defence-wide capability solutions related to the ability to deliver precise, agile and timely effects worldwide for Special Forces, specialist military capability to counter the threat from terrorist weapons and conduct explosive ordnance disposal, and to enhance survivability and reduce degradation of individuals and equipment from CBRN threats.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1719611","0","1.00","N/A","N/A","","Military","London","nan","1"
"2131161","N/D","OF-6","Head of Capability Defence Support","Responsible for developing future Defence Support capabilities and providing clear Support-facing capability strategy and planning.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1719611","0","1.00","N/A","N/A","","Military","London","nan","1"
"2103700","N/D","OF-6","Deputy Director Plans Portfolio Management","Responsible for the portfolio management of plans across Strategic Command.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1719611","0","1.00","N/A","N/A","","Military","London","nan","1"
"2126688","N/D","OF-6","Head Special Ops Transformation Programme","Responsible for leading the transformation of Special Ops programmes in Defence.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1719611","0","1.00","N/A","N/A","","Military","London","nan","1"
"235712","Alison Stevenson","SCS2","Director Overseas Bases","Responsible for ensuring the ability of the Permanent Joint Operating Bases, including Cyprus, Falkland and Ascension Islands, Gibraltar, British Indian Ocean Territory and other elements within the Middle East and Singapore, to protect UK sovereignty and interests, uphold regional stability and contribute to Global Britain. Portfolio also includes the Joint Arms Control Implementation Group (JACIG) and the Global Support Organisation (GSO) who provide bespoke support to Defence personnel and their dependants across Europe and other locations worldwide.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1926203","0","1.00","95000","99999","","Operational Delivery Profession","London","nan","1"
"226202","N/D","SCS1","Deputy Director Overseas Bases","Provides policy advice on all aspects of managing the Permanent Joint Operating Bases and enabling and supporting military operational and training activities, as well as supporting and promoting the well-being of all those deployed overseas on the bases and worldwide. Also has oversight (as Senior Finance Officer) of the Overseas Bases annual operating budget.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","235712","0","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"2042921","N/D","OF-6","Commander British Forces Gibraltar","Responsible for the British Armed Forces stationed in the British overseas territory of Gibraltar.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1926186","0","1.00","N/A","N/A","","Military","Overseas","nan","1"
"2135561","N/D","OF-6","Commander British Forces South Atlantic Islands","Responsible for the British Armed Forces stationed on the Falkland Islands and the South Georgia and South Sandwich Islands.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1926186","0","1.00","N/A","N/A","","Military","Overseas","nan","1"
"2042905","Maj Gen Robert Thomson","OF-7","Commander British Forces Cyprus","Responsible for the British Armed Forces stationed in the UK Sovereign Base Areas of Akrotiri and Dhekelia on the island of Cyprus.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1926203","0","1.00","125000","129999","","Military","Overseas","nan","1"
"2042904","N/D","OF-6","Deputy Commander and Chief of Staff British Forces Cyprus","Supports Commander British Forces Cyprus in all matters associated with the British Armed Forces stationed on the island.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2042905","0","1.00","N/A","N/A","","Military","Overseas","nan","1"
"94113","N/D","SCS1","Chief Officer of the Sovereign Base Areas Administration","Responsible for the day-to-day running of the civil government (Administration) of the Sovereign Base Areas of Akrotiri and Dhekelia, a British Overseas Territory on the island of Cyprus managed by the Ministry of Defence.  The Administration carries out those functions directly related to the exercise of sovereignty and the fulfilment of the UK's commitments, including the enactment of legislation, maintenance of law and order, and the control of immigration and development.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2042905","0","1.00","N/A","N/A","","Operational Delivery Profession","Overseas","Replaced Mike Smith on 06/09/2021.","1"
"1058711","Lt Gen James Hockenhull","OF-8","Chief of Defence Intelligence","MOD principal adviser on strategic Defence Intelligence issues and process owner for Defence Intelligence.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","1926203","0","1.00","160000","164999","","Military","London","nan","1"
"105515","Ben White","SCS2","Deputy Chief of Defence Intelligence","DCDI leads the Defence Intelligence and Assessments Staff (DIAS) and directs the defence intelligence analytical teams that produce all-source defence intelligence assessments for Ministers, the Chiefs of Staff and senior officials.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","1058711","0","1.00","N/A","N/A","","Operational Delivery Profession","London","Secondment from OGD.","1"
"105517","N/D","SCS1","Head of Capability Assessments","Leads a diverse team of civilian and military analysts who are qualified engineers, scientists, operators and intelligence analysts with experience in research, development and military matters. The division is structured into six branches that deliver Capability Assessments as follows: four environmental (Maritime/Land/Air & Space and Cyber), one thematic (Missiles, Science & Technology), and one functional branch to deliver Special Projects.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","105515","0","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"2087926","N/D","OF-6","Head of Operations","Responsible for the coordination of intelligence support to MOD decision-making for current and planned operations, and is DI's primary link to MOD, OGDs and PJHQ for operational issues.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","105515","0","1.00","N/A","N/A","","Military","London","nan","1"
"183178","Vacant","SCS1","Head of Counter-Proliferation","The Defence Intelligence Counter-Proliferation team is the UK's all-source analytical capability for global WMD developments, including associated technologies, financing and means of delivery, and associated regional proliferation hubs and networks; it also supports national export control mechanisms and provides insights into activity aimed at the circumvention of national policy, arms control treaties, and international export control regimes.","Ministry of Defence","Ministry of Defence","Strategic Command","N/A","DIRes-Hd@mod.gov.uk","105515","0","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"105516","N/D","SCS1","Head of Intelligence Assessments - Asia","Responsible for the provision of intelligence assessments on military and political issues, and for civilian intelligence analysts deployed on operations.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","105515","0","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"246097","Vacant","SCS1","Head of Intelligence Assessments - Russia & Eurasia","Responsible for the provision of intelligence assessments on military and political issues, strategic warnings and other developments in Russia and Eurasia and maintaining relationships with 5 EYES allies and other key partners.","Ministry of Defence","Ministry of Defence","Strategic Command","N/A","DIRes-Hd@mod.gov.uk","105515","0","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"1641376","N/D","OF-6","Head of Intelligence Assessments - Middle East & Africa","Responsible for the provision of intelligence assessments on military and political issues, strategic warnings and other developments in the Middle East and Africa and maintaining relationships with 5 EYES allies and other key partners.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","105515","0","1.00","N/A","N/A","","Military","London","nan","1"
"1993758","AVM Tim Neal-Hopes","OF-7","Director Cyber, Intelligence and Information Integration","Responsible for integration of C4ISR and cyber operations and capability, exercising Defence and Joint User Authority on behalf of Commander Strategic Command, in order to give UK Government, British Military and Allied Decision Makers an Information Advantage.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","1058711","0","1.00","120000","124999","","Military","London","nan","1"
"209286","N/D","SCS1","Head of Counter-Intelligence","Coordinates and synchronises Counter-Intelligence (CI) activities across Defence and manages CI relationships with other HM Government entities and international CI partners.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","1993758","0","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"2024603","N/D","OF-6","Commander Joint Cyber and Electromagnetic Activities Group","Commands all units involved in cyber and electromagnetic activities.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","1993758","0","1.00","N/A","N/A","","Military","East of England","nan","1"
"1729971","N/D","OF-6","Commander Joint Forces Intelligence Group","Commander Joint Forces Intelligence Group (JFIG) delivers global intelligence, information, services and force elements to Defence, including deployed forces and to OGD and international partners, 
underpinning strategic to tactical level decision-making and action in order to support the achievements of Defence objectives. This is delivered through its constituent Units.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","1993758","0","1.00","N/A","N/A","","Military","East of England","nan","1"
"2060967","Eliminated","OF-6","Deputy Commander Joint Cyber Force","Leads the Design Team for the future delivery of cyber operations; this is a cross-government proposition which, subject to endorsement and resource, will see this role migrate to a designated Deputy Commander of a joint and cross-government operational delivery arm.","Ministry of Defence","Ministry of Defence","Strategic Command","N/A","DIRes-Hd@mod.gov.uk","1993758","0","1.00","N/A","N/A","","Military","East of England","nan","1"
"1957713","N/D","OF-6","Head of C4ISR and Cyber Joint User","Provides strategic policy coherence across Defence for a raft of capabilities that provide Intelligence for Defence, Communications and Computers for Command and Control, and Offensive and Defensive Cyber options cognisant of PAG and Allied interests.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","1993758","0","1.00","N/A","N/A","","Military","London","nan","1"
"1691579","N/D","OF-6","Deputy Director Support to Military Operations","Responsible for intelligence support to military operations.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","1993758","0","1.00","N/A","N/A","","Military","South West","nan","1"
"246096","John Ridge","SCS2","Director Strategy, Operations and Enablers","Acts as the SRO for Defence Intelligence's Modernisation Programme and is responsible for leading the implementation of the Defence Intelligence Review 2019 and the organisation's strategy, resources, digital and innovation business units.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","1058711","0","1.00","110000","114999","","Operational Delivery Profession","London","nan","1"
"182746","N/D","SCS1","Head of Resources","Responsible for finance, civilian personnel issues, health and safety, security and business continuity, and also provides a secretariat that deals with parliamentary and ministerial business, corporate disclosure and communications issues.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","246096","0","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"246384","N/D","SCS1","Chief Information Officer","Responsible for championing, managing and overseeing the delivery of Defence Intelligence's digital transformation, management of ICT and innovation.","Ministry of Defence","Ministry of Defence","Strategic Command","020 7218 5531","DIRes-Hd@mod.gov.uk","246096","0","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"2079368","Lt Gen Richard Wardlaw","OF-8","Chief of Defence Logistics and Support","CDLS is the Chief of the Defence Staff's principal staff officer for strategic military logistics and support advice and, as the Functional Owner for Support, is responsible for developing, cohering and assuring Support (defined as Logistic Support, Equipment Support and Engineering Support), and is the Defence lead for Support IS policy and strategy and for Support education and training.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","1926203","0","1.00","150000","154999","","Military","London","nan","1"
"2104374","AVM Richard Hill","OF-7","Director Defence Support Transformation","Responsible for delivery of Support Transformation, an initiative that aims to ensure that the Defence Support Network is capable of outloading and sustaining the Joint Force within Defence's agreed risk appetite, for delivering business efficiencies across the Support environment and for balancing transformation priorities across the whole Support enterprise (equipment support, engineering support and logistics support).","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2079368","0","1.00","125000","129999","","Military","London","nan","1"
"148710","N/D","SCS1","Head of Waterguard","Heads the Waterguard Team which enables the Department to be tax efficient and compliant with HMRC regulations, European Law, International Traffic in Arms Regulations and Defence Trade and Cooperation Treaty requirements.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2104374","0","1.00","N/A","N/A","","Operational Delivery Profession","South West","nan","1"
"2016212","N/D","OF-6","Head of Support Transformation","Deputy to Director Defence Support Transformation and responsible for the portfolio organisation managing and supporting delivery of the enterprise-wide programmes and cohering/aligning all transformation activity within the Support environment.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2104374","0","1.00","N/A","N/A","","Military","London","nan","1"
"2016214","N/D","OF-6","Head of Logistics Transformation","Heads team delivering Fuels Transformation Programme and Warehousing and Distribution Optimisation.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2104374","0","1.00","N/A","N/A","","Military","South West","nan","1"
"252195","N/D","SCS1","Head of Forecast & Resource Planning","Responsible for delivery of Forecast & Resource Planning, a Support Transformation programme that aims to improve Defence demand and support planning.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2104374","0","1.00","N/A","N/A","","Government Planning Profession","South West","nan","1"
"252194","N/D","SCS1","Head of Business Modernisation for Support (BMFS) Programme","BMFS will deliver new efficient and effective business practices and systems to enable more efficient and effective support to Defence Capability.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2104374","0","1.00","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"2093662","Maj Gen Simon Hutchings","OF-7","Director Joint Support","Responsible for planning and delivering performance excellence, assurance, compliance, and shared services (including a new CIO/CTO function) across Support.  Joint Support, through Defence Supply Chain and Operational Movements (DSCOM), also controls and coordinates the Strategic Base and Strategic Air Transportation.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2079368","0","1.00","120000","124999","","Military","South West","nan","1"
"2109458","N/D","OF-6","Head of Defence Support Chain Operations and Movements","Responsible for supporting major areas of the MoD including Operations, Standing Commitments, Force Generation, Exercises, Defence Engagement and routine movement.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2093662","0","1.00","N/A","N/A","","Military","South West","nan","1"
"252196","N/D","SCS1","Chief Information Officer and Head Enterprise Architecture Practice","Responsible for the architecture, design and integration of capabilities and services that define a capable and resilient Defence Support Enterprise, and delivering the vision for Defence Support as an Information-led organisation.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2093662","0","1.00","N/A","N/A","","Government Knowledge and Information Management Profession","South West","nan","1"
"2116219","R Adm Andrew Kyte","OF-7","Assistant Chief of Defence Staff (Logistic Operations)","Provides coherent, timely and expert logistics advice and direction in support of Departmental Plans and current and contingent operations and brings coherence and consistency to the development of logistics policy in order to maximise the freedom of action of operational commanders and assure the End-to-End Logistics Enterprise.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2079368","0","1.00","125000","129999","","Military","London","nan","1"
"252197","N/D","SCS1","Head of Policy, Assurance and Compliance","Responsible for the maintenance of Support policy and assuring compliance with Support Solutions compliance pan-Defence.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2116219","0","1.00","N/A","N/A","","Policy Profession","South West","nan","1"
"2116233","N/D","OF-6","Head of Force Development and People","Responsible for Support Concepts, Strategic Force Development, Sustainable Support and delivery for the Defence Support People role  on behalf of Head of Profession (Logistics).","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2116219","0","1.00","N/A","N/A","","Military","South West","nan","1"
"2116240","N/D","OF-6","Head of Defence Logistic Operations and Plans","Responsible for the provision of strategic military logistics advice to the Defence Crisis Management Organisation for contingent and current operations and logistics input to MOD directives and policies.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2116219","0","1.00","N/A","N/A","","Military","London","nan","1"
"203143","Charles Forte","SCS3","Chief Information Officer for Defence","The CIO is the primary advisor to the Defence Board on Information and Digital and is responsible for strategy and policy on the operation, interoperability and protection of all MOD ICT, including cyber security and resilience; the promotion of new ways of working and information technology-enabled innovation; and the delivery of Information Systems and Services.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","1926203","0","1.00","180000","184999","","Government IT Profession","London","nan","1"
"267052","N/D","SCS1","Digital Technology Principal","Leads on all Digital Technology issues for the Defence Digital Function.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","203143","0","1.00","N/A","N/A","","Digital, Data and Technology Professions","London","Contractor.","1"
"249371","N/D","SCS1","Deputy Director Human Resources","Responsible for enabling line managers to deliver the whole employee lifecycle - recruiting, developing, motivating and retaining the talent and skills needed to deliver the Digital agenda.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","203143","0","1.00","N/A","N/A","","Human Resources Profession","South West","nan","1"
"240253","N/D","SCS1","Chief Information Officer of the Functions","Responsible for the coherence and exploitation of digital and IT capabilities across the business functions within Defence. The role reports both to the Chief Information Officer to ensure cohesion with Defence Digital standards and strategy, and to the Chief Operating Officer, who provides oversight of all the business functions within Defence.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","203143","0","1.00","N/A","N/A","","Government IT Profession","London","nan","1"
"246857","Tim Andrews","SCS2","Director Finance","Responsible for ensuring that Finance is integral to decision-making and activity within the Defence Digital Function.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","203143","0","1.00","90000","94999","","Government Finance Profession","London","nan","1"
"192717","N/D","SCS1","Head Finance","Responsible for financial planning, in-year management, financial accounting and financial assurance and approvals.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","246857","0","1.00","N/A","N/A","","Government Finance Profession","South West","nan","1"
"111797","Claire Fry","SCS2","Director Functional Integration","Functional Integration is responsible for developing and evolving strategy, planning and portfolio management within and across the Defence Digital Function.  The team also leads on Information Assurance, the Information Professions, Spectrum and Information Records Management in addition to owning the processes that bind the Defence Digital Function together.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","203143","0","1.00","100000","104999","","Operational Delivery Profession","South West","nan","1"
"206726","N/D","SCS1","Head Information Stewardship","Responsible for Knowledge and Information Management across Defence, supporting the Departmental Records Officer and helping the Department to comply with statutory Information Rights legislation, including the Freedom of Information and Data Protection Acts.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","111797","0","1.00","N/A","N/A","","Government Knowledge and Information Management Profession","South West","nan","1"
"5163","N/D","SCS1","Head Portfolio Team","The Portfolio Team shapes the delivery of Defence Digital projects and programmes by understanding priorities and allocating resources to deliver the entire Defence Digital portfolio in a consistent, reliable, repeatable and cost effective manner.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","111797","0","1.00","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"210492","N/D","SCS1","Head Professions, Performance and Governance","Responsible for all professions, performance and governance aspects of the implementation of the Defence Digital Functional Operating Model.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","111797","0","1.00","N/A","N/A","","Operational Delivery Profession","South West","nan","1"
"240250","Christine Maxwell","SCS2","Director Cyber Defence and Risk","Responsible for leading Information Security by launching defensive cyber activities as part of the Defence Operating Model.  The role includes policy, strategy, planning and governance activities and managing interfaces across UK Defence to drive management of the Information Security risk.  The scope of the role includes traditional IT, operational technology, weapons platforms and electro-magnetic spectrum security.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","203143","0","1.00","145000","149999","","Government Knowledge and Information Management Profession","London","nan","1"
"111794","N/D","SCS1","Head Mission Support and Accreditiation","The sponsor of the accreditation process for Defence, providing support and advice and overseeing accreditation activity pan-Defence. When it has been decided what the scope of accreditation is (i.e. is it for a system or a subset of a system), the piece of work to achieve the accreditation is known as a Target of Accreditation (TOA).","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","240250","0","1.00","N/A","N/A","","Government Knowledge and Information Management Profession","London","nan","1"
"256871","N/D","SCS1","Head Cyber Strategy and Architecture","Responsible for all Cyber Strategy and Architecture issues","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","240250","0","1.00","N/A","N/A","","Government Knowledge and Information Management Profession","London","nan","1"
"256873","N/D","SCS1","Head Crypt-Key Enterprise Authority","The Crypt-Key Enterprise Authority is the body within Defence that provides governance for the use of high-grade Crypt-Key across Defence and approves its use through the Crypt-Key Management Plan.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","240250","0","1.00","N/A","N/A","","Government IT Profession","South West","nan","1"
"2130425","N/D","OF-6","Head Cyber Governance, Risk and Compliance","Responsible for all Cyber Governance, Risk and Compliance issues.","Ministry of Defence","Ministry of Defence","Strategic Command","01225 843064","DefDigEn-ResMgtCrossFunction@mod.gov.uk","240250","0","1.00","N/A","N/A","","Military","London","nan","1"
