Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods (Purpose of expenditure look up),Service/Department   (SAP Hierarchy Position),Expense Area (cost centre desc), Net Order Value Over £5000.00 (line item value shown here) ,GL Code,Cost Centre/WBS
15/07/2022,ZES710377,8,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Communications, 296.10 ,402010,11323
15/07/2022,ZES710377,9,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Strategy & Design, 296.10 ,402010,12642
03/08/2022,ZES711123,1,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Telephony," 5,690.85 ",402060,12522
03/08/2022,ZES711123,2,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Telephony, 262.35 ,402060,12522
03/08/2022,ZES711124,1,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure," 2,949.92 ",402002,11324
03/08/2022,ZES711124,2,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure," 4,737.89 ",402002,11324
03/08/2022,ZES711124,3,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure, 934.41 ,402002,11324
03/08/2022,ZES711124,4,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure," 5,657.99 ",402002,11324
03/08/2022,ZES711124,5,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure," 6,119.23 ",402002,11324
09/08/2022,ZES711385,1,15110,WCL (UK) Ltd T/A Everything IC,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Main," 79,327.00 ",402060,11073
09/08/2022,ZES711385,2,15110,WCL (UK) Ltd T/A Everything IC,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Main," 4,222.80 ",402060,11073
02/09/2022,ZES712355,1,28,Bechtle Direct Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure," 24,998.51 ",402001,11324
15/09/2022,ZES712942,1,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 4,869.00 ",402001,13091
15/09/2022,ZES712942,2,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 8,034.00 ",402001,13091
27/09/2022,ZES713401,1,6194,ESTEEM SYSTEMS LTD,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,IT Traded (SHG)," 1,688.43 ",400110,12106
27/09/2022,ZES713401,2,6194,ESTEEM SYSTEMS LTD,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,IT Traded (SHG)," 4,583.69 ",400110,12106
27/09/2022,ZES713401,3,6194,ESTEEM SYSTEMS LTD,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,IT Traded (SHG)," 1,513.89 ",400110,12106
27/09/2022,ZES713401,4,6194,ESTEEM SYSTEMS LTD,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,IT Traded (SHG), 485.03 ,400110,12106
29/09/2022,ZES713612,1,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 17,496.00 ",402001,13091
29/09/2022,ZES713612,2,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 40,968.48 ",402001,13091
29/09/2022,ZES713612,3,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 8,100.00 ",402001,13091
29/09/2022,ZES713612,4,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 1,194.00 ",402001,13091
29/09/2022,ZES713612,5,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft, 82.80 ,402001,13091
29/09/2022,ZES713612,6,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 8,759.12 ",402001,13091
29/09/2022,ZES713612,7,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 14,832.00 ",402001,13091
29/09/2022,ZES713612,8,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft, 42.00 ,402001,13091
29/09/2022,ZES713612,9,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 10,876.80 ",402001,13091
29/09/2022,ZES713612,10,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 38,880.00 ",402001,13091
29/09/2022,ZES713612,11,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft, 566.10 ,402001,13091
29/09/2022,ZES713612,12,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 3,480.00 ",402001,13091
29/09/2022,ZES713612,13,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 462,944.52 ",402001,13091
29/09/2022,ZES713612,14,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 203,296.08 ",402001,13091
29/09/2022,ZES713612,15,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 665,417.16 ",402001,13091
29/09/2022,ZES713612,16,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft, 65.08 ,402001,13091
29/09/2022,ZES713612,17,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 5,199.20 ",402001,13091
29/09/2022,ZES713612,18,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 68,880.00 ",402001,13091
29/09/2022,ZES713612,19,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 3,112.00 ",402001,13091
29/09/2022,ZES713612,20,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 40,220.64 ",402001,13091
29/09/2022,ZES713612,21,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 1,507.68 ",402001,13091
29/09/2022,ZES713612,22,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 96,085.44 ",402001,13091
29/09/2022,ZES713612,23,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft," 2,784.00 ",402001,13091
29/09/2022,ZES713612,24,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Microsoft, 894.36 ,402001,13091
08/07/2022,ZFC710139,1,588,H Jenkinson & Co Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A," 8,707.18 ",400100,C.11502.113
25/07/2022,ZFC710720,1,1799,Stockport Homes,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,SPB Operational Est.," 45,237.82 ",200159,11662
19/08/2022,ZFC711845,1,3529,Totally Local Company Ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to Place,SPB Operational Est.," 16,710.30 ",201602,11662
26/07/2022,ZHS710800,1,6967,Wilde Consultants Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A," 13,348.00 ",200311,C.11016.002
23/08/2022,ZHS711927,1,15163,Energy Biling Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A," 16,600.00 ",200311,C.11644.015
09/09/2022,ZSA712653,1,1339,Stockport NHS Foundation Trust,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Millview Respite," 6,415.29 ",201602,11033
05/07/2022,ZSB709936,1,5981,EUROLYNX (TAXIS) LTD,381600,Vehicle Management Hire/Leasing ,Leasing /Transport Hire,Services to People,Highfields PRU," 5,466.45 ",300302,10329
05/09/2022,ZSB712449,1,1196,SMC Premier Cleaning ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Highfields PRU," 1,899.17 ",201601,10329
05/09/2022,ZSB712449,2,1196,SMC Premier Cleaning ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Highfields PRU," 1,899.17 ",201601,10329
05/09/2022,ZSB712449,3,1196,SMC Premier Cleaning ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Highfields PRU," 1,899.17 ",201601,10329
08/09/2022,ZSB712621,1,15074,Bespoke Shelters,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,Highfields PRU," 4,140.00 ",400110,10329
08/09/2022,ZSB712621,2,15074,Bespoke Shelters,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,Highfields PRU," 2,190.00 ",400110,10329
08/09/2022,ZSB712621,3,15074,Bespoke Shelters,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,Highfields PRU," 6,750.00 ",400110,10329
08/09/2022,ZSB712649,1,15074,Bespoke Shelters,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,Highfields PRU," 6,980.00 ",400110,10329
08/09/2022,ZSB712649,2,15074,Bespoke Shelters,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,Highfields PRU," 1,880.00 ",400110,10329
09/09/2022,ZSB712667,1,15339,Aspen Woodwork Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 1,553.00 ",200123,10329
09/09/2022,ZSB712667,2,15339,Aspen Woodwork Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 2,948.00 ",200123,10329
09/09/2022,ZSB712667,3,15339,Aspen Woodwork Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 2,948.00 ",200123,10329
09/09/2022,ZSB712668,1,15339,Aspen Woodwork Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 2,595.00 ",200123,10329
09/09/2022,ZSB712668,2,15339,Aspen Woodwork Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 1,553.00 ",200123,10329
09/09/2022,ZSB712668,3,15339,Aspen Woodwork Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 1,553.00 ",200123,10329
09/09/2022,ZSB712668,4,15339,Aspen Woodwork Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 1,553.00 ",200123,10329
13/09/2022,ZSB712796,1,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 220.00 ,200123,10329
13/09/2022,ZSB712796,2,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 338.03 ,200123,10329
13/09/2022,ZSB712796,3,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 356.00 ,200123,10329
13/09/2022,ZSB712796,4,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 88.00 ,200123,10329
13/09/2022,ZSB712796,5,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 129.00 ,200123,10329
13/09/2022,ZSB712796,6,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 44.00 ,200123,10329
13/09/2022,ZSB712796,7,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 3,090.00 ",200123,10329
13/09/2022,ZSB712796,8,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 50.88 ,200123,10329
13/09/2022,ZSB712796,9,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 44.00 ,200123,10329
13/09/2022,ZSB712796,10,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 868.15 ,200123,10329
13/09/2022,ZSB712796,11,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 85.97 ,200123,10329
13/09/2022,ZSB712796,12,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 147.37 ,200123,10329
13/09/2022,ZSB712796,13,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 130.14 ,200123,10329
13/09/2022,ZSB712796,14,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 671.00 ,200123,10329
13/09/2022,ZSB712796,15,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 119.58 ,200123,10329
13/09/2022,ZSB712796,16,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 999.00 ,200123,10329
28/09/2022,ZSB713532,1,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 7,820.00 ",200123,10329
28/09/2022,ZSB713532,2,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU, 412.98 ,200123,10329
28/09/2022,ZSB713532,3,10897,Three Sixty SHG Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to People,Highfields PRU," 7,010.00 ",200123,10329
28/09/2022,ZSB713533,1,1900,Broxap Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,Highfields PRU," 9,246.00 ",400110,10329
30/08/2022,ZTR712138,1,10107,Chipside Limited,280000,Legal Services  ,Fees and Charges,Services to Place,Car Parks Admin," 5,000.00 ",401025,10005
01/07/2022,ZZC709763,1,9891,Link Maker Systems Ltd.,200000,Financial Services  ,Fees and Charges,Services to People,RAA Adoption Count," 47,488.25 ",402401,12957
05/07/2022,ZZC709868,1,11722,TheBigWord Interpreting Svcs L,261100,Human Resources Interpretation & Translation ,Professional Fees,Services to People,Incl - S.I.U - Perip," 100,000.00 ",401023,10307
05/07/2022,ZZC709925,1,8423,SMS Coaching Limited,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch," 28,500.00 ",401024,10372
06/07/2022,ZZC710050,1,2816,The Fostering Network,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Services to People,FP - Fostering Staff," 10,074.00 ",401021,11489
07/07/2022,ZZC710113,1,12675,Tiptoes Child Therapy Services,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 5,000.00 ",401035,12968
07/07/2022,ZZC710117,1,12675,Tiptoes Child Therapy Services,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 5,000.00 ",401035,12968
08/07/2022,ZZC710172,1,12723,Chrysalis Associates Ltd,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 5,000.00 ",401035,12968
21/07/2022,ZZC710614,1,12706,NEW ROOTS THERAPY NW,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 5,000.00 ",401035,12968
29/07/2022,ZZC710987,1,12298,One Education Ltd,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 10,000.00 ",401035,12968
29/07/2022,ZZC710988,1,12106,KMS Media,190000,Facilities & Management Services  ,Office Expenses,Services to People,RAA Adoption Count," 5,950.00 ",400700,12957
07/08/2022,ZZC711301,1,12298,One Education Ltd,260000,Human Resources  ,Other Payments,Services to People,RAA - Ctr Excellence," 64,975.00 ",100304,12967
08/08/2022,ZZC711327,1,5555,MANCHESTER DEAF CENTRE LTD,261100,Human Resources Interpretation & Translation ,Professional Fees,Services to People,Incl - S.I.U - Perip," 5,585.75 ",401023,10307
10/08/2022,ZZC711436,1,15204,RBWA - I Choose Freedom,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,H&R Client Spend," 5,000.00 ",530360,13143
10/08/2022,ZZC711436,2,15204,RBWA - I Choose Freedom,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,H&R Client Spend, 25.00 ,530360,13143
10/08/2022,ZZC711441,1,14063,TSOM Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,H&R Client Spend," 8,580.00 ",401024,13143
12/08/2022,ZZC711604,1,13510,Children's Therapy Solutions,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 5,488.00 ",401035,12968
12/08/2022,ZZC711614,1,12675,Tiptoes Child Therapy Services,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 5,000.00 ",401035,12968
15/08/2022,ZZC711659,1,15293,James Stephens Therapy,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 8,454.00 ",401035,12968
15/08/2022,ZZC711669,1,8766,ADOPTION MATTERS NORTHWEST,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 7,379.90 ",401035,12968
18/08/2022,ZZC711830,1,12675,Tiptoes Child Therapy Services,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 5,000.00 ",401035,12968
23/08/2022,ZZC711929,1,15284,Life Skills Hub Limited,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,GO/HG Client spend," 6,300.00 ",401024,13147
20/09/2022,ZZC713096,1,5555,MANCHESTER DEAF CENTRE LTD,261100,Human Resources Interpretation & Translation ,Professional Fees,Services to People,Incl - S.I.U - Perip," 5,611.61 ",401023,10307
27/09/2022,ZZC713457,1,12675,Tiptoes Child Therapy Services,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 5,000.00 ",401035,12968
28/09/2022,ZZC713516,1,12706,NEW ROOTS THERAPY NW,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 5,000.00 ",401035,12968
28/09/2022,ZZC713517,1,12723,Chrysalis Associates Ltd,999999,Fees and Charges,Fees and Charges,Services to People,RAA - ASF Grant," 10,000.00 ",401035,12968
01/07/2022,ZZH709751,1,178,Trafford Council,999999,Fees and Charges,Fees and Charges,Corporate and Support Services,STaR Procurement," 413,792.00 ",402407,11136
01/07/2022,ZZH709768,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils," 12,975.00 ",500304,10371
01/07/2022,ZZH709770,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils," 9,863.50 ",500304,10371
01/07/2022,ZZH709771,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils," 8,649.00 ",500304,10371
01/07/2022,ZZH709772,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils," 9,863.50 ",500304,10371
01/07/2022,ZZH709773,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils," 8,649.00 ",500304,10371
01/07/2022,ZZH709774,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils," 14,622.55 ",500304,10371
01/07/2022,ZZH709775,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils," 9,863.50 ",500304,10371
01/07/2022,ZZH709800,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,#N/A,#N/A," 57,207.60 ",401007,C.00716.201
04/07/2022,ZZH709846,1,5535,Elementary Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Contin Educ Service," 15,942.00 ",402001,10511
05/07/2022,ZZH709893,1,10349,InterWorks Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Business Intelligenc," 16,190.00 ",402001,11872
05/07/2022,ZZH709929,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,Highway Structs R+R," 9,862.01 ",401600,11975
05/07/2022,ZZH709956,1,5214,WSP GROUP PLC,150000,Consultancy   ,Professional Fees,#N/A,#N/A," 9,328.00 ",401007,C.00466.002
05/07/2022,ZZH709958,1,1799,Stockport Homes,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,GMCA CS Grant," 18,357.82 ",401801,11505
06/07/2022,ZZH709966,1,757,Transport for Greater Manchest,181800,Environmental Services Technical Equipment ,Furniture and Equipment,#N/A,#N/A," 11,340.00 ",400110,C.00658
06/07/2022,ZZH710006,1,15227,XYLA Health & Social Services,150000,Consultancy   ,Professional Fees,Services to People,Safeguarding Adults," 8,850.00 ",401020,12424
06/07/2022,ZZH710016,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A," 222,895.85 ",401600,C.01179.203
