"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","12.19","Operational Delivery Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","<5","Operational Delivery Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","106.48","Operational Delivery Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","10.54","Operational Delivery Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","<5","Operational Delivery Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","South East"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","South East"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","5.29","Operational Delivery Profession","South East"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","5.68","Operational Delivery Profession","South East"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Commercial","<5","Procurement Profession","South East"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","13","Operational Delivery Profession","South East"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","78.12","Operational Delivery Profession","South East"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","11.62","Operational Delivery Profession","South East"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Information Management & IT","23.59","Government Knowledge and Information Management Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Human Resources","43.27","Human Resources Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","100.43","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","7.89","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","16.79","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","22.69","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","16.77","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Commercial","18","Procurement Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Commercial","10.1","Procurement Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Commercial","14.84","Procurement Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Commercial","21.33","Procurement Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Commercial","28.54","Procurement Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Project Delivery","<5","Project Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","30.23","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","45.98","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","20.27","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","81.92","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","<5","Operational Delivery Profession","Unknown"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","<5","Operational Delivery Profession","Wales"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","<5","Operational Delivery Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Corporate Services","6","Operational Delivery Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Commercial","<5","Procurement Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","5.61","Operational Delivery Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","61.81","Operational Delivery Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","5.89","Operational Delivery Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Technical Specialist","20500","28800","DE&S Operational Delivery","<5","Operational Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","9","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","34.01","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","<5","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","46.8","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","14.6","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Corporate Services","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Corporate Services","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Professional","62500","107640","DE&S Corporate Services","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Commercial","<5","Procurement Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Commercial","<5","Procurement Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Commercial","<5","Procurement Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Commercial","<5","Procurement Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Project Delivery","7.6","Project Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Project Delivery","<5","Project Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Operational Delivery","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Operational Delivery","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","10.61","Project Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Operational Delivery","14.5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","<5","Project Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Operational Delivery","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Operational Delivery","21","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Project Delivery","<5","Project Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","<5","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","9","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","16.4","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","6","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","18.25","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","39.4","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Professional","62500","107640","DE&S Engineering","<5","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Corporate Services","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Corporate Services","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Corporate Services","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Commercial","<5","Procurement Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Commercial","<5","Procurement Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Commercial","<5","Procurement Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Commercial","<5","Procurement Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Operational Delivery","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Project Delivery","<5","Project Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Project Delivery","<5","Project Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Operational Delivery","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Operational Delivery","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Operational Delivery","7.61","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","<5","Project Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Operational Delivery","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","<5","Project Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Project Delivery","9.6","Project Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Operational Delivery","9.89","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Operational Delivery","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Project Delivery","5.43","Project Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Operational Delivery","19.07","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Professional","62500","107640","DE&S Project Delivery","<5","Project Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Professional","62500","107640","DE&S Operational Delivery","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Information Management & IT","<5","Government Knowledge and Information Management Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","<5","Government Science and Engineering Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","<5","Government Science and Engineering Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","<5","Government Science and Engineering Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","7.99","Government Science and Engineering Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Human Resources","<5","Human Resources Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Corporate Services","<5","Operational Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Corporate Services","<5","Operational Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Corporate Services","<5","Operational Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Commercial","<5","Procurement Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Operational Delivery","<5","Operational Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Operational Delivery","<5","Operational Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Operational Delivery","<5","Operational Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","<5","Project Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","<5","Project Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Project Delivery","<5","Project Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Operational Delivery","47","Operational Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Professional","62500","107640","DE&S Operational Delivery","<5","Operational Delivery Profession","London"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","<5","Project Delivery Profession","North East"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Finance & Accounting","<5","Government Finance Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","<5","Government Science and Engineering Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","<5","Government Science and Engineering Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","<5","Government Science and Engineering Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","17","Government Science and Engineering Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","<5","Government Science and Engineering Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Engineering","9.85","Government Science and Engineering Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Corporate Services","<5","Operational Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Corporate Services","<5","Operational Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Commercial","<5","Procurement Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Apprentice","20049","29250","DE&S Project Delivery","<5","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Operational Delivery","<5","Operational Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Project Delivery","<5","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Operational Delivery","<5","Operational Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","<5","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","6","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Project Delivery","<5","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Operational Delivery","<5","Operational Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Operational Delivery","<5","Operational Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Operational Delivery","<5","Operational Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Project Delivery","<5","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Operational Delivery","7","Operational Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Operational Delivery","<5","Operational Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Project Delivery","<5","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Project Delivery","<5","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Professional","62500","107640","DE&S Project Delivery","<5","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Professional","62500","107640","DE&S Project Delivery","<5","Project Delivery Profession","North West"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","Northern Ireland"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","<5","Government Science and Engineering Profession","Northern Ireland"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Senior Technical Specialist","26000","48300","DE&S Corporate Services","<5","Operational Delivery Profession","Northern Ireland"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional I","52500","82800","DE&S Engineering","<5","Government Science and Engineering Profession","Overseas"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","26000789","Professional II","39500","64860","DE&S Engineering","<5","Government Science and Engineering Profession","Overseas"
