"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"HM Revenue and Customs","VOA","Service Delivery Directorate","15291","G6","67238","79628","Service Delivery Directorate, Grade 6","<5","Operational Delivery Profession","South East"
"HM Revenue and Customs","VOA","Service Delivery Directorate","15921","G7","54631","66683","Service Delivery Directorate, Grade 7","<5","Project Delivery Profession","East Midlands"
"HM Revenue and Customs","VOA","Service Delivery Directorate","15921","G7","54631","66683","Service Delivery Directorate, Grade 7","<5","Project Delivery Profession","London"
"HM Revenue and Customs","VOA","Service Delivery Directorate","15921","SEO","40185","50120","Service Delivery Directorate, Senior Officer","<5","Operational Delivery Profession","South West"
"HM Revenue and Customs","VOA","Graduates","16144","HEO (G)","29500","40451","Graduates, Higher Officer","<5","Project Delivery Profession","Scotland"
"HM Revenue and Customs","VOA","People Group","16144","AO","24330","28740","People Group, Assistant Officer","<5","Government Property Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","AO","24330","28740","People Group, Assistant Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","AO","24330","28740","People Group, Assistant Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Apprentice - Officer","<5","Government Property Profession","North East"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Officer","<5","Government Property Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Officer","<5","Human Resources Profession","London"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Officer","<5","Operational Delivery Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Officer","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","EO","28360","34550","People Group, Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","EO (Band 5)","24330","28740","People Group, Officer","<5","Human Resources Profession","London"
"HM Revenue and Customs","VOA","People Group","16144","G6","67238","79628","People Group, Grade 6","<5","Government Property Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","G6","67238","79628","People Group, Grade 6","<5","Human Resources Profession","London"
"HM Revenue and Customs","VOA","People Group","16144","G6","67238","79628","People Group, Grade 6","<5","Human Resources Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","G6","67238","79628","People Group, Grade 6","<5","Human Resources Profession","Wales"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Human Resources Profession","East of England"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Human Resources Profession","London"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Human Resources Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Human Resources Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Human Resources Profession","Wales"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Human Resources Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Operational Delivery Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Project Delivery Profession","East of England"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Project Delivery Profession","Wales"
"HM Revenue and Customs","VOA","People Group","16144","G7","54631","66683","People Group, Grade 7","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Government Property Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Government Property Profession","West Midlands"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Government Property Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Human Resources Profession","London"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Human Resources Profession","North East"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Human Resources Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Human Resources Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Human Resources Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Operational Delivery Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Project Delivery Profession","East Midlands"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Project Delivery Profession","East of England"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","6.81","Project Delivery Profession","North East"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Project Delivery Profession","South East"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","6","Project Delivery Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Project Delivery Profession","Wales"
"HM Revenue and Customs","VOA","People Group","16144","HEO","34036","40451","People Group, Higher Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Human Resources Profession","London"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Human Resources Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Human Resources Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Operational Delivery Profession","Wales"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Project Delivery Profession","East Midlands"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","SEO","40185","50120","People Group, Senior Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","People Group","16144","SEO (V)","44768","54497","People Group, Senior Officer","<5","Government Property Profession","West Midlands"
"HM Revenue and Customs","VOA","People Group","16144","SEO (V)","44768","54497","People Group, Senior Officer","<5","Human Resources Profession","South East"
"HM Revenue and Customs","VOA","People Group","16144","SEO (V)","44768","54497","People Group, Senior Officer","<5","Human Resources Profession","South West"
"HM Revenue and Customs","VOA","People Group","16144","SEO (V)","44768","54497","People Group, Senior Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","VOA","Strategy & Transformation Group","16144","HEO","34036","40451","Strategy & Transformation Group, Higher Officer","<5","Government Property Profession","North West"
"HM Revenue and Customs","VOA","Strategy & Transformation Group","16144","HEO","34036","40451","Strategy & Transformation Group, Higher Officer","<5","Human Resources Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","Strategy & Transformation Group","16144","HEO","34036","40451","Strategy & Transformation Group, Higher Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","VOA","Strategy & Transformation Group","16144","HEO","34036","40451","Strategy & Transformation Group, Higher Officer","<5","Project Delivery Profession","Wales"
"HM Revenue and Customs","VOA","Strategy & Transformation Group","16144","SEO","40185","50120","Strategy & Transformation Group, Senior Officer","<5","Human Resources Profession","North West"
"HM Revenue and Customs","VOA","Strategy & Transformation Group","16144","SEO","40185","50120","Strategy & Transformation Group, Senior Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","VOA","Strategy & Transformation Group","16144","SEO","40185","50120","Strategy & Transformation Group, Senior Officer","<5","Project Delivery Profession","West Midlands"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","EO","28360","34550","Chief Valuer Group, Officer","<5","Operational Delivery Profession","South West"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","G6","67238","79628","Chief Valuer Group, Grade 6","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","G6","67238","79628","Chief Valuer Group, Grade 6","<5","Operational Delivery Profession","South East"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","G6","67238","79628","Chief Valuer Group, Grade 6","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","G7","54631","66683","Chief Valuer Group, Grade 7","<5","Government Property Profession","East of England"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","G7","54631","66683","Chief Valuer Group, Grade 7","<5","Human Resources Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","G7","54631","66683","Chief Valuer Group, Grade 7","<5","Operational Delivery Profession","Wales"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","G7","54631","66683","Chief Valuer Group, Grade 7","<5","Policy Profession","North East"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","HEO","34036","40451","Chief Valuer Group, Higher Officer","<5","Government Property Profession","London"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","HEO","34036","40451","Chief Valuer Group, Higher Officer","<5","Government Property Profession","South West"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","HEO","34036","40451","Chief Valuer Group, Higher Officer","<5","Government Property Profession","Wales"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","HEO","34036","40451","Chief Valuer Group, Higher Officer","<5","Government Property Profession","West Midlands"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","HEO","34036","40451","Chief Valuer Group, Higher Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Government Property Profession","East of England"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Government Property Profession","South East"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Government Property Profession","South West"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Government Property Profession","Wales"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Operational Delivery Profession","East of England"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Operational Delivery Profession","Wales"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Project Delivery Profession","Wales"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO (V)","44768","54497","Chief Valuer Group, Senior Officer","<5","Government Property Profession","South West"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO (V)","44768","54497","Chief Valuer Group, Senior Officer","<5","Government Property Profession","West Midlands"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO (V)","44768","54497","Chief Valuer Group, Senior Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","VOA","Chief Valuer Group","16440","SEO (V)","44768","54497","Chief Valuer Group, Senior Officer","<5","Project Delivery Profession","Wales"
"HM Revenue and Customs","VOA","Chief Valuer Group","17562","SEO","40185","50120","Chief Valuer Group, Senior Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","VOA","Communications","17562","EO","28360","34550","Communications, Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","VOA","Communications","17562","EO","28360","34550","Communications, Officer","<5","Operational Delivery Profession","South West"
"HM Revenue and Customs","VOA","Communications","17562","EO","28360","34550","Communications, Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","VOA","Communications","17562","EO (Band 5)","24330","28740","Communications, Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","VOA","Communications","17562","G7","54631","66683","Communications, Grade 7","<5","Government Knowledge and Information Management Profession","Wales"
"HM Revenue and Customs","VOA","Communications","17562","G7","54631","66683","Communications, Grade 7","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","VOA","Communications","17562","HEO","34036","40451","Communications, Higher Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","VOA","Communications","17562","HEO","34036","40451","Communications, Higher Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","VOA","Communications","17562","HEO","34036","40451","Communications, Higher Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","VOA","Communications","17562","HEO","34036","40451","Communications, Higher Officer","<5","Operational Delivery Profession","South West"
"HM Revenue and Customs","VOA","Communications","17562","HEO","34036","40451","Communications, Higher Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","VOA","Communications","17562","HEO","34036","40451","Communications, Higher Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","VOA","Communications","17562","HEO","34036","40451","Communications, Higher Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","VOA","Communications","17562","HEO","34036","40451","Communications, Higher Officer","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","VOA","Communications","17562","SEO","40185","50120","Communications, Senior Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","VOA","Communications","17562","SEO","40185","50120","Communications, Senior Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","VOA","Communications","17562","SEO","40185","50120","Communications, Senior Officer","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","VOA","Private Office","17562","AO","24330","28740","Private Office, Assistant Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","VOA","Private Office","17562","EO","28360","34550","Private Office, Officer","<5","Government Communication Service","London"
"HM Revenue and Customs","VOA","Private Office","17562","EO","28360","34550","Private Office, Officer","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","VOA","Private Office","17562","G6","67238","79628","Private Office, Grade 6","<5","Government Communication Service","London"
"HM Revenue and Customs","VOA","Private Office","17562","G7","54631","66683","Private Office, Grade 7","<5","Government Communication Service","London"
"HM Revenue and Customs","VOA","Private Office","17562","G7","54631","66683","Private Office, Grade 7","<5","Project Delivery Profession","London"
"HM Revenue and Customs","VOA","Private Office","17562","HEO","34036","40451","Private Office, Higher Officer","<5","Government Communication Service","South West"
"HM Revenue and Customs","VOA","Private Office","17562","HEO","34036","40451","Private Office, Higher Officer","<5","Human Resources Profession","London"
"HM Revenue and Customs","VOA","Private Office","17562","HEO","34036","40451","Private Office, Higher Officer","<5","Human Resources Profession","South East"
"HM Revenue and Customs","VOA","Private Office","17562","HEO","34036","40451","Private Office, Higher Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","VOA","Private Office","17562","HEO","34036","40451","Private Office, Higher Officer","<5","Policy Profession","North East"
"HM Revenue and Customs","VOA","Private Office","17562","HEO","34036","40451","Private Office, Higher Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","VOA","Private Office","17562","HEO","34036","40451","Private Office, Higher Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","VOA","Private Office","17562","HEO","34036","40451","Private Office, Higher Officer","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","VOA","Private Office","17562","SEO","40185","50120","Private Office, Senior Officer","<5","Government Communication Service","North East"
"HM Revenue and Customs","VOA","Private Office","17562","SEO","40185","50120","Private Office, Senior Officer","<5","Government Communication Service","South West"
"HM Revenue and Customs","VOA","Private Office","17562","SEO","40185","50120","Private Office, Senior Officer","<5","Government Communication Service","Wales"
"HM Revenue and Customs","VOA","Private Office","17562","SEO","40185","50120","Private Office, Senior Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","VOA","Private Office","17562","SEO","40185","50120","Private Office, Senior Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","VOA","Private Office","17562","SEO","40185","50120","Private Office, Senior Officer","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","VOA","Chief Valuer Group","17563","AO","24330","28740","Chief Valuer Group, Apprentice - Assistant Officer","8","Project Delivery Profession","London"
"HM Revenue and Customs","VOA","Chief Valuer Group","17563","AO","24330","28740","Chief Valuer Group, Apprentice - Assistant Officer","<5","Project Delivery Profession","North East"
