"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Royal Navy","23.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Royal Navy","16.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Royal Navy","8.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Royal Navy","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Army","7.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Army","41.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Army","105.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Army","67.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Army","29.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Army","33.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR8","41002","47895","Army","86.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7-8 Nurses","41719","48200","Army","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Army","106.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6 Nurses","37739","40861","Army","5.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Army","173.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4 Nurses","32076","35907","Army","8.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Army","310.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR3","25525","29899","Army","318.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2-3 Nurses","18489","30549","Army","8.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Army","591.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Royal Air Force","14.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Royal Air Force","29.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Royal Air Force","75.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Royal Air Force","80.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Royal Air Force","13.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Royal Air Force","35.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Royal Air Force","64.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6 Nurses","37739","40861","Royal Air Force","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Royal Air Force","171.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4 Nurses","32076","35907","Royal Air Force","4.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Royal Air Force","244.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2-3 Nurses","18489","30549","Royal Air Force","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Royal Air Force","374.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9 Nurses","49164","51328","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Royal Navy","5.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Royal Navy","19.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Royal Navy","31.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Royal Navy","19.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Royal Navy","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Royal Navy","10.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR8","41002","47895","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7-8 Nurses","41719","48200","Royal Navy","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Royal Navy","34.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6 Nurses","37739","40861","Royal Navy","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Royal Navy","29.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4 Nurses","32076","35907","Royal Navy","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Royal Navy","42.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR3","25525","29899","Royal Navy","4.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2-3 Nurses","18489","30549","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Royal Navy","32.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Army","16.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Army","74.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Army","86.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Army","17.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Army","14.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR8","41002","47895","Army","25.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Army","12.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Army","7.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Army","7.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR3","25525","29899","Army","4.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Royal Air Force","10.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Royal Air Force","47.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Royal Air Force","60.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Royal Air Force","10.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Royal Air Force","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Royal Air Force","6.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Royal Air Force","5.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Royal Air Force","12.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Royal Air Force","6.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Royal Air Force","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Royal Navy","9.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Royal Navy","39.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Royal Navy","48.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Royal Navy","17.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Royal Navy","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Royal Navy","5.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR8","41002","47895","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6 Nurses","37739","40861","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Royal Navy","8.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4 Nurses","32076","35907","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Royal Navy","5.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Army","9.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Army","29.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Army","45.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Army","6.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Army","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR8","41002","47895","Army","8.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Army","4.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Army","7.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR3","25525","29899","Army","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Royal Air Force","6.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Royal Air Force","14.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Royal Air Force","31.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Royal Air Force","12.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Royal Air Force","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Royal Air Force","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Royal Air Force","8.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Royal Air Force","12.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Royal Air Force","14.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Royal Air Force","12.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Royal Navy","4.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Royal Navy","15.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Royal Navy","33.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Royal Navy","10.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Royal Navy","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Royal Navy","5.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Royal Navy","6.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Royal Navy","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9 Nurses","49164","51328","Army","22.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Army","59.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Army","136.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Army","205.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Army","78.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Army","15.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Army","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR8","41002","47895","Army","17.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7-8 Nurses","41719","48200","Army","150.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Army","27.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6 Nurses","37739","40861","Army","153.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Army","56.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4 Nurses","32076","35907","Army","224.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Army","17.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR3","25525","29899","Army","15.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2-3 Nurses","18489","30549","Army","182.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Army","17.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9 Nurses","49164","51328","Royal Air Force","33.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Royal Air Force","16.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Royal Air Force","77.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Royal Air Force","112.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Royal Air Force","74.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Royal Air Force","6.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9","47488","50685","Royal Air Force","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7-8 Nurses","41719","48200","Royal Air Force","67.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Royal Air Force","9.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6 Nurses","37739","40861","Royal Air Force","146.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Royal Air Force","22.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4 Nurses","32076","35907","Royal Air Force","212.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Royal Air Force","32.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2-3 Nurses","18489","30549","Royal Air Force","169.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Royal Air Force","9.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR9 Nurses","49164","51328","Royal Navy","11.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF5","85726","96259","Royal Navy","18.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF4","70760","84218","Royal Navy","88.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF3","50417","64199","Royal Navy","53.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF2","40025","50124","Royal Navy","34.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OF1","25984","35744","Royal Navy","5.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7-8 Nurses","41719","48200","Royal Navy","68.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR7","37698","47895","Royal Navy","8.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6 Nurses","37739","40861","Royal Navy","65.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR6","33490","41441","Royal Navy","13.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4 Nurses","32076","35907","Royal Navy","142.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR4","29769","35378","Royal Navy","15.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR3","25525","29899","Royal Navy","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2-3 Nurses","18489","30549","Royal Navy","111.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","OR2","18489","29899","Royal Navy","6.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Locally Employed Civilian (LEC)","0","0","Locally Employed Civilian","1348.90","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","B1","60041","73272","Teaching","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Senior Lecturer RMCS","37973","44935","Teaching","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Retired Officer 2","32093","36879","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Retired Officer 2","32093","36879","Senior Ownership","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Retired Officer 3","27139","29530","Geospatial Analyst","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Civilian Medical Practitioner","67043","79646","Business Management","0.65","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Civilian Medical Practitioner","67043","79646","General Practice Medical","147.77","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Civilian Medical Practitioner","67043","79646","Hospital Doctor/Consultant","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Civilian Dental Practitioner","44068","72811","Business Management","1.72","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Civilian Dental Practitioner","44068","72811","General Practice Medical","0.57","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Civilian Dental Practitioner","44068","72811","General Practice Dental","56.40","Medicine"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Civilian Dental Practitioner","44068","72811","Health & Safety Practitioner","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Lecturer 2","32098","43838","Teaching","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Senior Lecturer","46867","48744","Teaching","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Senior Lecturer","46867","48744","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Principal Lecturer","58286","60618","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1926203","Principal Lecturer","58286","60618","Training Support","1.00","Operational Delivery"
