"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management East - Fisheries Biodiversity and Geomorphology","EA_DDTHM","SG4","27138","33534","Officer Chief Executives Directorate","3.40","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Solent and South Downs - Flood and Coastal Risk Management Operations East - Asset Performance Ouse Pevensey","EA_DDSLTSDN","SG5","34330","42530","Advisor Chief Executives Directorate","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Flood and Coastal Risk Management Operations South London and West Kent - Asset Performance Mole","EA_DDKSL","SG5","34330","42530","Advisor Chief Executives Directorate","2.45","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Flood and Coastal Risk Management Thames Tidal Defences - Asset Performance Tidal Walls","EA_DDKSL","SG4","27138","33534","Officer Environment and Business","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Flood and Coastal Risk Management Thames Tidal Defences - Mechanical, Electrical,Instrumentation, Control and Automation Department","EA_DDKSL","SG7","54940","68783","Manager Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management East - Management","EA_DDTHM","SG7","54940","68783","Manager Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management Operations Lower - Field Mechanical, Electrical,Instrumentation, Control and Automation Department","EA_DDTHM","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management East - Fisheries Biodiversity and Geomorphology Fisheries","EA_DDHNL","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management Operations Lower - Asset Performance Jubilee","EA_DDTHM","SG5","34330","42530","Advisor Chief Executives Directorate","3.40","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management West - Groundwater and Contaminated Land","EA_DDTHM","SG5","34330","42530","Specialist Chief Executives Directorate","3.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Environment Management South London - Land and Water","EA_DDKSL","SG5","34330","42530","Officer Chief Executives Directorate","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Waterways - Team F","EA_DDTHM","SG3","22433","26953","Team Member Chief Executives Directorate","8.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Flood and Coastal Risk Management Thames Tidal Defences - Mechanical, Electrical,Instrumentation, Control and Automation Department Forecasting","EA_DDKSL","SG5","34330","42530","Advisor Environment and Business","5.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Solent and South Downs - Flood and Coastal Risk Management Operations West - Supra Area Mechanical, Electrical,Instrumentation, Control and Automation Department","EA_DDSLTSDN","SG4","27138","33534","Officer Chief Executives Directorate","4.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Waterways - Team B","EA_DDTHM","SG3","22433","26953","Team Member Chief Executives Directorate","8.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management East - Fisheries Biodiversity and Geomorphology","EA_DDTHM","SG5","34330","42530","Specialist Environment and Business","4.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - West Midlands - Environment Management Water Land and Biodiversity - Land and Water Midlands Sevices","EA_DWC","SG4","27138","33534","Environment Officer Cumbria and Lancashire","4.70","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Research Analysis and Evaluation - Research","EA_DDRAER","SG6","43777","55080","Senior Specialist Environment and Business","11.21","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management East - Land and Water East","EA_DDHNL","SG5","34330","42530","Officer Chief Executives Directorate","2.85","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Environment Management South London - Fisheries Biodiversity and Geomorphology","EA_DDKSL","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Business Innovation and Skills","EA_DDBIS","SG5","34330","42530","Advisor Chief Executives Directorate","9.22","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management - Partnerships and Strategic Overview Surrey","EA_DDTHM","SG5","34330","42530","Advisor Chief Executives Directorate","4.65","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Flood and Coastal Risk Management - Management","EA_DDHNL","SG7","54940","68783","Manager Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Resources - Sustainable Abstraction","EA_DDIWP","SG7","54940","68783","Manager Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management West - Environmental Permitting Regulations Waste Luton Hertfordshire and Essex","EA_DDHNL","SG5","34330","42530","Officer Chief Executives Directorate","1.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management East - Land and Water West","EA_DDHNL","SG5","34330","42530","Officer Chief Executives Directorate","1.65","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Legal - Legal Services - Chief Prosecutor","EA_DDCP","SG5","34330","42530","Specialist Chief Executives Directorate","3.00","Law"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - West Midlands - Environment Management Water Land and Biodiversity - Land and Water Wye and Teme","EA_DWC","SG4","27138","33534","Environment Officer Cumbria and Lancashire","6.40","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management East - Land and Water","EA_DDTHM","SG5","34330","42530","Officer Chief Executives Directorate","2.81","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Agriculture Fisheries and the Natural environment - Biodiversity","EA_DDAFNE","SG5","34330","42530","Advisor Chief Executives Directorate","4.61","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Devon Cornwall and Isles of Scilly - Flood and Coastal Risk Management Operations - Field Central","EA_DDCDS","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Flood and Coastal Risk Management Operations East - Asset Performance Upper Lee and Stort","EA_DDHNL","SG5","34330","42530","Advisor Chief Executives Directorate","2.40","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Regulation Monitoring and Customer - Monitoring - National Laboratories Service - Instrumentation","EA_DDMM1","SG5","34330","42530","Specialist Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management West - Environmental Crime Team","EA_DDTHM","SG5","34330","42530","Officer Chief Executives Directorate","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Evidence and Risk - Inland","EA_DDER","SG7","54940","68783","Manager Chief Executives Directorate","1.91","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management West - Environmental Permitting Regulations Installations","EA_DDTHM","SG5","34330","42530","Officer Chief Executives Directorate","6.17","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Operations National Services - Operations Business Services - Planning and Performance","EA_DDOBS","SG5","34330","42530","Advisor Chief Executives Directorate","1.88","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Planning and Engagement - Environment Programme","EA_DDTHM","SG5","34330","42530","Officer Chief Executives Directorate","5.06","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Asset and Programme Management - Asset Management Systems","EA_DDAMS","SG7","54940","68783","Manager Flood and Coastal Risk Management","1.00","Property and Asset Management"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management - Partnerships and Strategic Overview Oxfordshire and Buckinghamshire","EA_DDTHM","SG5","34330","42530","Advisor Chief Executives Directorate","6.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management East - Fisheries Biodiversity and Geomorphology","EA_DDTHM","SG4","27138","33534","Officer Asset and Programme Management","2.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation - Enforcement and Waste Crime","EA_DDWRM","SG6","43777","55080","Senior Advisor Chief Executives Directorate","7.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - London - Area Flood and Coastal Risk Management - Lead Local Flood Authority","EA_DSE","SG5","34330","42530","Advisor Chief Executives Directorate","7.60","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Future Funding - Navigation and Commercial - Navigation","EA_DDNC","SG6","43777","55080","Senior Advisor Chief Executives Directorate","2.81","Finance"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Waterways - Team D","EA_DDTHM","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Planning and Engagement - Sustainable Places","EA_DDTHM","SG5","34330","42530","Specialist Chief Executives Directorate","4.01","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - London - Projects - Thames Estuary 2100","EA_DSE","SG6","43777","55080","Senior Advisor Chief Executives Directorate","3.61","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management Operations Upper - Management","EA_DDTHM","SG6","43777","55080","Senior Specialist Environment and Business","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management Operations Lower - Field Depots South East","EA_DDTHM","SG3","22433","26953","Team Member Chief Executives Directorate","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management - Project River Thames Scheme","EA_DDTHM","SG7","54940","68783","Manager Chief Executives Directorate","3.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Waterways - Enforcement","EA_DDTHM","SG6","43777","55080","Senior Officer Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Business Innovation and Skills","EA_DDBIS","SG7","54940","68783","Manager Chief Executives Directorate","4.90","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Waterways - Business","EA_DDTHM","SG6","43777","55080","Senior Officer Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Legal - Legal Services - National","EA_DDLSN","SG6","43777","55080","Senior Specialist Environment and Business","20.34","Law"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management West - Management","EA_DDHNL","SG7","54940","68783","Manager Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Planning and Engagement - Intergrated Environment Planning","EA_DDHNL","SG5","34330","42530","Specialist Environment and Business","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Wessex - Environment Management Bristol and Avon - Environmental Permitting Regulations Installations","EA_DDWSX","SG6","43777","55080","Team Leader Environment and Business","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Environment Management South London - Fisheries Biodiversity and Geomorphology","EA_DDKSL","SG5","34330","42530","Specialist Chief Executives Directorate","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Resources - Assessment","EA_DDWR1","SG6","43777","55080","Senior Advisor Chief Executives Directorate","2.90","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Regulation Monitoring and Customer - National Enforcement Service - Intelligence and Partnerships","EA_DDNES","SG7","54940","68783","Manager Chief Executives Directorate","1.00","Operational Research"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Flood and Coastal Risk Management Operations South London and West Kent - Asset Performance Mole","EA_DDKSL","SG4","27138","33534","Officer Chief Executives Directorate","2.81","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Strategy and Planning - Partnership and Governance","EA_DDSAP1","SG5","34330","42530","Senior Advisor Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management East - Land and Water West","EA_DDHNL","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Environment Management Middle Kent - Environment Monitoring Analysis and Reporting","EA_DDKSL","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Strategy and National Adaptation - Flood and Coastal Risk Management Strategy","EA_DDFCRMS","SG7","54940","68783","Not in post","1.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Lincolnshire and Northamptonshire - Flood and Coastal Risk Management - Partnerships and Strategic Overview Lincolnshire","EA_DDLNA","SG5","34330","42530","Advisor Chief Executives Directorate","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Preparedness and Response - Resilience and Partnerships","EA_DDPR","SG5","34330","42530","Advisor Environment and Business","12.44","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management East - Fisheries Biodiversity and Geomorphology","EA_DDTHM","SG4","27138","33534","Officer Environment and Business","4.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Waterways - Team A","EA_DDTHM","SG3","22433","26953","Team Member Chief Executives Directorate","8.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management East - Environment Monitoring Analysis and Reporting","EA_DDTHM","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Data and Systems","EA_DDDS","SG6","43777","55080","Team Leader Environment and Business","1.00","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management West - Environmental Permitting Regulations Waste Central","EA_DDTHM","SG5","34330","42530","Officer Chief Executives Directorate","1.77","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Readiness and Response - Operational Readiness","EA_DDRR1","SG4","27138","33534","Officer Environment and Business","4.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Flood and Coastal Risk Management Operations South London and West Kent - Field South London","EA_DDKSL","SG4","27138","33534","Specialist Cumbria and Lancashire","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Future Funding - Navigation and Commercial - Navigation","EA_DDNC","SG4","27138","33534","Officer Chief Executives Directorate","1.00","Finance"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation - Strategy","EA_DDWRM","SG5","34330","42530","Advisor Chief Executives Directorate","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Regulation Monitoring and Customer - Operations Regulatory Services - Waste Regime Operational Services Pan Area Team 1","EA_DDORS","SG4","27138","33534","Officer Environment and Business","12.55","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management Operations Lower - Management","EA_DDTHM","SG6","43777","55080","Senior Specialist Environment and Business","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management Operations Lower - Asset Performance Jubilee","EA_DDTHM","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Chief Executives Directorate - Change","EA_DDC","SG6","43777","55080","Senior Officer Chief Executives Directorate","3.60","Communications"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Regulation Monitoring and Customer - Operations Regulatory Services - Waste Regime Operational Services Pan Area Team 1","EA_DDORS","SG5","34330","42530","Officer Asset and Programme Management","2.35","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Flood and Coastal Risk Management North and East Yorkshire - Partnerships and Strategic Overview East 1","EA_DDYOR","SG5","34330","42530","Advisor Chief Executives Directorate","2.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Planning and Engagement - Intergrated Environment Planning","EA_DDTHM","SG3","22433","26953","Team Member Chief Executives Directorate","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management - Flood Resilience","EA_DDTHM","SG5","34330","42530","Advisor Chief Executives Directorate","3.15","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Planning and Engagement - Intergrated Environment Planning","EA_DDHNL","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Quality - Regulatory Development","EA_DDWQ","SG6","43777","55080","Senior Advisor Chief Executives Directorate","2.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management West - Management","EA_DDTHM","SG7","54940","68783","Manager Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management East - Land and Water","EA_DDTHM","SG5","34330","42530","Team Leader Chief Executives Directorate","1.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Planning and Engagement - Management","EA_DDHNL","SG7","54940","68783","Manager Chief Executives Directorate","2.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Environment Management South London - Environmental Permitting Regulations Waste South London","EA_DDKSL","SG4","27138","33534","Environment Officer Cumbria and Lancashire","5.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Flood and Coastal Risk Management Operations West - Management","EA_DDHNL","SG7","54940","68783","Manager Chief Executives Directorate","1.80","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management East - Environmental Permitting Regulations Waste","EA_DDTHM","SG5","34330","42530","Officer Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation - Regimes","EA_DDWRM","SG5","34330","42530","Advisor Environment and Business","5.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management West - Environmental Permitting Regulations Waste London West","EA_DDHNL","SG4","27138","33534","Environment Officer Cumbria and Lancashire","3.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management East - Land and Water East","EA_DDHNL","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Environment Management South London - Environmental Permitting Regulations Installations 2","EA_DDKSL","SG4","27138","33534","Officer Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Regulation Monitoring and Customer - Monitoring - National Fisheries Servicess","EA_DDMM1","SG6","43777","55080","Senior Specialist Environment and Business","9.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Regulation Monitoring and Customer - Monitoring - National Laboratories Service - Instrumentation","EA_DDMM1","SG5","34330","42530","Team Leader Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Future Regulation - Guidance Data and Intelligence","EA_DDFR","SG5","34330","42530","Advisor Chief Executives Directorate","6.00","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Sustainable Business and Development - Business Strategy and Sustainable Places and Systems - Innovation and Development","EA_DDFR","SG5","34330","42530","Advisor Chief Executives Directorate","12.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management West - Land and Water","EA_DDTHM","SG5","34330","42530","Team Leader Chief Executives Directorate","0.92","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Nuclear - Management","EA_DDTHM","N","36034","70379","Nuclear Regulator Environment and Business","17.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Regulation Monitoring and Customer - Operations Catchments Services - National Assessment Unit","EA_DDOCS","SG6","43777","55080","Team Leader Environment and Business","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management West - Groundwater and Contaminated Land","EA_DDTHM","SG4","27138","33534","Officer Chief Executives Directorate","2.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Environment Management West - Environmental Permitting Regulations Installations Radioactive Substance Regulation","EA_DDTHM","SG4","27138","33534","Officer Chief Executives Directorate","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Quality - Land Contamination Management","EA_DDWQ","SG7","54940","68783","Manager Chief Executives Directorate","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Solent and South Downs - Environment Management West - Groundwater and Contaminated Land","EA_DDSLTSDN","SG5","34330","42530","Specialist Chief Executives Directorate","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Asset and Programme Management - Programme and Contract Management - East","EA_DDPCM","SG6","43777","55080","Senior Officer  Asset and Programme Management","6.42","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Radioactive Substance and Installations Regulation - Radioactive Substance Regulation Business","EA_DDRSIR","N","36034","70379","Nuclear Regulator Environment and Business","4.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Waterways - Team G","EA_DDTHM","SG3","22433","26953","Team Member Chief Executives Directorate","6.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Data and Systems","EA_DDDS","SG5","34330","42530","Advisor Chief Executives Directorate","1.00","Knowledge and Information Management (KIM)"
