"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Engagement Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Geospatial Hydrographic Data Training Officer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","IC-ENC Assistant Distribution Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","IC-ENC Data Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","IC-ENC Production Support Officer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","IC-ENC Project Delivery Officer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","IC-ENC S100 Support Officer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","IC-ENC Senior Data Validator","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Non-Navigation Data Provision Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Safety Manager","<5","Operational Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Senior Geospatial Information Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Senior GIS Developer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","SONSAT","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Wyton Liaison Officer","<5","Other","South East"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","CIMIC Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","DA Business Manager/Chief of Staff","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","Head of P&E","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","IC-ENC Digital Distribution Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","IC-ENC E-Navigation / S100 Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","International Bodies and Technical Engagement Strategy Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","International Capacity Building Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","International Hydrographic Prog Mgr","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","International Training Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","MASS Technical Engagement Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","Product and Service Team Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","Regulatory Bodies Technical Engagement Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","Team Leader","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","executive officer","29539","30774","Accounts Payable & Sales Accounts Mgr","<5","Government Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","executive officer","29539","30774","Accounts Payable/Receivable Manager","<5","Government Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","executive officer","29539","30774","Archives Research Manager","<5","Government Knowledge and Information Management Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","executive officer","29539","30774","Preservation Officer","<5","Government Knowledge and Information Management Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","grade 6","71339","76861","Chief Financial Officer","<5","Government Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","grade 6","71339","76861","Head of Commercial","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","grade 7","57686","60695","Head of Category Management","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","grade 7","57686","60695","Head of Resilience","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","grade 7","57686","60695","Head of Sustainability","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","grade 7","57686","60695","Head of Technology & Digital Services Supplier and Contract Management","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","grade 7","57686","60695","Net Income & Pricing Manager","<5","Government Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","higher executive officer","35744","37127","Archivist","<5","Government Knowledge and Information Management Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","higher executive officer","35744","37127","Management Accountant","<5","Government Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","higher executive officer","35744","37127","Procurement Senior Buyer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","higher executive officer","35744","37127","Quality Auditor","<5","Internal Audit Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","higher executive officer","35744","37127","Risk Officer","<5","Internal Audit Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","Business Continuity Manager","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","Facilities Manager","<5","Government Property Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","FM Client Manager","<5","Government Property Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","Health & Safety and Internal Environmental Manager","<5","Government Property Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","Principal Advisor","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","Quality & Audit Manager","<5","Internal Audit Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","Risk & Audit Manager","<5","Internal Audit Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","Security Manager","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","Supplier and Contracts Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","administrative officer","24559","24559","DID Support","<5","Operational Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","administrative officer","24559","24559","Ocean Environment Team","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","administrative officer","24559","24559","Plotter/Scanner Operator","<5","Operational Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","administrative officer","24559","24559","Production Planning Assistant","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","ALRS Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","AML","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Geodesy & Tides Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Remote Sensing","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Tides Publishing Editor","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 6","71339","76861","Deputy Chief Data Officer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 6","71339","76861","Head of Digital Delivery","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 6","71339","76861","Head of Navigation - Production, Products & Services","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 7","57686","60695","Hydrographic Data Group Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 7","57686","60695","Operations Group Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 7","57686","60695","Principal Technical Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 7","57686","60695","Production Engineering and Data Governance Group Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 7","57686","60695","Production Group Transition Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 7","57686","60695","Scientific Analysis Group Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","ALRS Senior Editor","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","AML Tech","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Contract Analysis and Delivery Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","DID Technical Lead","<5","Operational Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","GIS Member","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Lights Production Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Navigate System and Operations Documentation Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Ocean Environmental Database Mgr","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Operations Application Configuration Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Operations Configuration Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Process Development Analyst","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","SDR Technical Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","SDRA PSCT Operations Configuration Analyst","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior  Hydrographic Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior ALRS Editor","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Geospetial Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Marine Biology Analyst","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Tidal Analyst","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Supply Service Delivery Analyst","<5","Operational Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Team Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Team Member","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Data Governance Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Data Improvement Team Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Data Management Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Data Manager ENC","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Data Strategy and Governance Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Digital Products & Services Team Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Geographic Technical Leads Team Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Geospatial Data Engagements Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","HDT Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Law of the Sea Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Lead Hydrographic Science Specialist","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Lead Offshore Survey Specialist","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Lead Survey Delivery Specialist","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Manager Law of the Sea","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Maritime Safety Information and Publications Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","MDT Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Paper Production Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Paper Updates Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Production Planning Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Remote Sensing Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Resource Manager","<5","Other","South West"
