"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","66.00 Number","Number","2015/2016_Dec","2015-12-01","2015-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","62.00 Number","Number","2015/2016_Jan","2016-01-01","2016-01-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","186.00 Number","Number","2015/2016_Q4","2016-01-01","2016-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","69.00 Number","Number","2015/2016_Feb","2016-02-01","2016-02-29","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","55.00 Number","Number","2015/2016_Mar","2016-03-01","2016-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","662.00 Number","Number","2016/2017","2016-04-01","2017-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","41.00 Number","Number","2016/2017_Apr","2016-04-01","2016-04-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","129.00 Number","Number","2016/2017_Q1","2016-04-01","2016-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","41.00 Number","Number","2016/2017_May","2016-05-01","2016-05-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","47.00 Number","Number","2016/2017_Jun","2016-06-01","2016-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","152.00 Number","Number","2016/2017_Q2","2016-07-01","2016-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","59.00 Number","Number","2016/2017_Jul","2016-07-01","2016-07-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","50.00 Number","Number","2016/2017_Aug","2016-08-01","2016-08-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","43.00 Number","Number","2016/2017_Sep","2016-09-01","2016-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","185.00 Number","Number","2016/2017_Q3","2016-10-01","2016-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","68.00 Number","Number","2016/2017_Oct","2016-10-01","2016-10-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","41.00 Number","Number","2016/2017_Nov","2016-11-01","2016-11-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","76.00 Number","Number","2016/2017_Dec","2016-12-01","2016-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","64.00 Number","Number","2016/2017_Jan","2017-01-01","2017-01-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","196.00 Number","Number","2016/2017_Q4","2017-01-01","2017-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","67.00 Number","Number","2016/2017_Feb","2017-02-01","2017-02-28","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","65.00 Number","Number","2016/2017_Mar","2017-03-01","2017-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","85.00 Number","Number","2017/2018_Apr","2017-04-01","2017-04-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","874.00 Number","Number","2017/2018","2017-04-01","2018-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","223.00 Number","Number","2017/2018_Q1","2017-04-01","2017-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","72.00 Number","Number","2017/2018_May","2017-05-01","2017-05-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","66.00 Number","Number","2017/2018_Jun","2017-06-01","2017-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","231.00 Number","Number","2017/2018_Q2","2017-07-01","2017-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","89.00 Number","Number","2017/2018_Jul","2017-07-01","2017-07-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","70.00 Number","Number","2017/2018_Aug","2017-08-01","2017-08-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","72.00 Number","Number","2017/2018_Sep","2017-09-01","2017-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","202.00 Number","Number","2017/2018_Q3","2017-10-01","2017-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","60.00 Number","Number","2017/2018_Oct","2017-10-01","2017-10-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","54.00 Number","Number","2017/2018_Nov","2017-11-01","2017-11-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","88.00 Number","Number","2017/2018_Dec","2017-12-01","2017-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","218.00 Number","Number","2017/2018_Q4","2018-01-01","2018-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","84.00 Number","Number","2017/2018_Jan","2018-01-01","2018-01-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","66.00 Number","Number","2017/2018_Feb","2018-02-01","2018-02-28","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","68.00 Number","Number","2017/2018_Mar","2018-03-01","2018-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","226.00 Number","Number","2018/2019_Q1","2018-04-01","2018-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","1010.00 Number","Number","2018/2019","2018-04-01","2019-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","77.00 Number","Number","2018/2019_Apr","2018-04-01","2018-04-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","81.00 Number","Number","2018/2019_May","2018-05-01","2018-05-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","68.00 Number","Number","2018/2019_Jun","2018-06-01","2018-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","240.00 Number","Number","2018/2019_Q2","2018-07-01","2018-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","83.00 Number","Number","2018/2019_Jul","2018-07-01","2018-07-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","79.00 Number","Number","2018/2019_Aug","2018-08-01","2018-08-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","78.00 Number","Number","2018/2019_Sep","2018-09-01","2018-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","89.00 Number","Number","2018/2019_Oct","2018-10-01","2018-10-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","273.00 Number","Number","2018/2019_Q3","2018-10-01","2018-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","84.00 Number","Number","2018/2019_Nov","2018-11-01","2018-11-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","100.00 Number","Number","2018/2019_Dec","2018-12-01","2018-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","87.00 Number","Number","2018/2019_Jan","2019-01-01","2019-01-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","271.00 Number","Number","2018/2019_Q4","2019-01-01","2019-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","77.00 Number","Number","2018/2019_Feb","2019-02-01","2019-02-28","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","107.00 Number","Number","2018/2019_Mar","2019-03-01","2019-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","266.00 Number","Number","2019/2020_Q1","2019-04-01","2019-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","1057.00 Number","Number","2019/2020","2019-04-01","2020-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","94.00 Number","Number","2019/2020_Apr","2019-04-01","2019-04-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","83.00 Number","Number","2019/2020_May","2019-05-01","2019-05-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","89.00 Number","Number","2019/2020_Jun","2019-06-01","2019-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","264.00 Number","Number","2019/2020_Q2","2019-07-01","2019-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","81.00 Number","Number","2019/2020_Jul","2019-07-01","2019-07-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","86.00 Number","Number","2019/2020_Aug","2019-08-01","2019-08-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","97.00 Number","Number","2019/2020_Sep","2019-09-01","2019-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","289.00 Number","Number","2019/2020_Q3","2019-10-01","2019-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","79.00 Number","Number","2019/2020_Oct","2019-10-01","2019-10-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","91.00 Number","Number","2019/2020_Nov","2019-11-01","2019-11-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","119.00 Number","Number","2019/2020_Dec","2019-12-01","2019-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","238.00 Number","Number","2019/2020_Q4","2020-01-01","2020-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","89.00 Number","Number","2019/2020_Jan","2020-01-01","2020-01-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","85.00 Number","Number","2019/2020_Feb","2020-02-01","2020-02-29","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","64.00 Number","Number","2019/2020_Mar","2020-03-01","2020-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","524.00 Number","Number","2020/2021","2020-04-01","2021-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","81.00 Number","Number","2020/2021_Q1","2020-04-01","2020-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","22.00 Number","Number","2020/2021_Apr","2020-04-01","2020-04-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","15.00 Number","Number","2020/2021_May","2020-05-01","2020-05-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","44.00 Number","Number","2020/2021_Jun","2020-06-01","2020-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","209.00 Number","Number","2020/2021_Q2","2020-07-01","2020-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","64.00 Number","Number","2020/2021_Jul","2020-07-01","2020-07-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","73.00 Number","Number","2020/2021_Aug","2020-08-01","2020-08-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","72.00 Number","Number","2020/2021_Sep","2020-09-01","2020-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","158.00 Number","Number","2020/2021_Q3","2020-10-01","2020-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","57.00 Number","Number","2020/2021_Oct","2020-10-01","2020-10-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","44.00 Number","Number","2020/2021_Nov","2020-11-01","2020-11-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","57.00 Number","Number","2020/2021_Dec","2020-12-01","2020-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","24.00 Number","Number","2020/2021_Jan","2021-01-01","2021-01-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","76.00 Number","Number","2020/2021_Q4","2021-01-01","2021-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","18.00 Number","Number","2020/2021_Feb","2021-02-01","2021-02-28","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","34.00 Number","Number","2020/2021_Mar","2021-03-01","2021-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","42.00 Number","Number","2021/2022_Apr","2021-04-01","2021-04-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","1324.00 Number","Number","2021/2022","2021-04-01","2022-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","195.00 Number","Number","2021/2022_Q1","2021-04-01","2021-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","66.00 Number","Number","2021/2022_May","2021-05-01","2021-05-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","87.00 Number","Number","2021/2022_Jun","2021-06-01","2021-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","121.00 Number","Number","2021/2022_Jul","2021-07-01","2021-07-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","384.00 Number","Number","2021/2022_Q2","2021-07-01","2021-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","133.00 Number","Number","2021/2022_Aug","2021-08-01","2021-08-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","130.00 Number","Number","2021/2022_Sep","2021-09-01","2021-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","365.00 Number","Number","2021/2022_Q3","2021-10-01","2021-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","120.00 Number","Number","2021/2022_Oct","2021-10-01","2021-10-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","127.00 Number","Number","2021/2022_Nov","2021-11-01","2021-11-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","118.00 Number","Number","2021/2022_Dec","2021-12-01","2021-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","380.00 Number","Number","2021/2022_Q4","2022-01-01","2022-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","118.00 Number","Number","2021/2022_Jan","2022-01-01","2022-01-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","137.00 Number","Number","2021/2022_Feb","2022-02-01","2022-02-28","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","125.00 Number","Number","2021/2022_Mar","2022-03-01","2022-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","101.00 Number","Number","2022/2023_Apr","2022-04-01","2022-04-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","1398.00 Number","Number","2022/2023","2022-04-01","2023-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","314.00 Number","Number","2022/2023_Q1","2022-04-01","2022-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","111.00 Number","Number","2022/2023_May","2022-05-01","2022-05-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","102.00 Number","Number","2022/2023_Jun","2022-06-01","2022-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","367.00 Number","Number","2022/2023_Q2","2022-07-01","2022-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","127.00 Number","Number","2022/2023_Jul","2022-07-01","2022-07-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","141.00 Number","Number","2022/2023_Aug","2022-08-01","2022-08-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","99.00 Number","Number","2022/2023_Sep","2022-09-01","2022-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","375.00 Number","Number","2022/2023_Q3","2022-10-01","2022-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","125.00 Number","Number","2022/2023_Oct","2022-10-01","2022-10-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","115.00 Number","Number","2022/2023_Nov","2022-11-01","2022-11-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","135.00 Number","Number","2022/2023_Dec","2022-12-01","2022-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","342.00 Number","Number","2022/2023_Q4","2023-01-01","2023-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","122.00 Number","Number","2022/2023_Jan","2023-01-01","2023-01-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","109.00 Number","Number","2022/2023_Feb","2023-02-01","2023-02-28","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","111.00 Number","Number","2022/2023_Mar","2023-03-01","2023-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","1266.00 Number","Number","2023/2024","2023-04-01","2024-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","119.00 Number","Number","2023/2024_Apr","2023-04-01","2023-04-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","326.00 Number","Number","2023/2024_Q1","2023-04-01","2023-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","106.00 Number","Number","2023/2024_May","2023-05-01","2023-05-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","101.00 Number","Number","2023/2024_Jun","2023-06-01","2023-06-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","317.00 Number","Number","2023/2024_Q2","2023-07-01","2023-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","110.00 Number","Number","2023/2024_Jul","2023-07-01","2023-07-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","97.00 Number","Number","2023/2024_Aug","2023-08-01","2023-08-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","110.00 Number","Number","2023/2024_Sep","2023-09-01","2023-09-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","343.00 Number","Number","2023/2024_Q3","2023-10-01","2023-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","125.00 Number","Number","2023/2024_Oct","2023-10-01","2023-10-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","101.00 Number","Number","2023/2024_Nov","2023-11-01","2023-11-30","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","117.00 Number","Number","2023/2024_Dec","2023-12-01","2023-12-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","79.00 Number","Number","2023/2024_Jan","2024-01-01","2024-01-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","280.00 Number","Number","2023/2024_Q4","2024-01-01","2024-03-31","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","109.00 Number","Number","2023/2024_Feb","2024-02-01","2024-02-29","Monthly"
"CSP27","Number of Incidents of Violent Crime Within the ARZ","92.00 Number","Number","2023/2024_Mar","2024-03-01","2024-03-31","Monthly"
