"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional No OT","41000","67000","Service Del Management SP","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Acquisition Sfty Envr Prot SP","2.60","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Business Change SP","12.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Business Manager SP","15.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","CoE Lead SP","8.95","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Commercial Executive SP","53.13","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Communications Team Leader SP","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Cost Control Eng - Exp SP","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Cost Control Fin - Exp SP","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Defence Equipment Attache SP","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Dep Pcpl Security Advisor SP","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Disposal Delivery SP","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Engineering Manager SP","30.42","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Fin Offr - Senior Tec SAS","0.86","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","GAI Manager - Organisation SP","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Head of Area SP","22.33","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Head of Infrastructure SP","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","ILog Management PI","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","ILog Management SP","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","International Relations SP","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Ld Bus Intelligence Mgr SP","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Lead Architect SP","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Lead Fin Business Partner SP","11.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Lead HR Business Partner SP","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Lead IT Delivery Manager SP","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Lead Info Assurance Mgr SP","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Lead Knowledge  Info Mgr SP","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Modelling Analysis SP","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","P3M Snr Internal Consultant SP","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Portfolio Manager SP","56.80","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Principal Security Advisor SP","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Programme Manager SP","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Project Controls Manager SP","15.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Project Manager SP","39.60","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Quality Assurance SP","2.57","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Sales Delivery SP","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Scientist SP","3.61","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Secretariat SP","4.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Service Del Management SP","25.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Spt Solution TL Pcpl Cons SP","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Supply Chain Management SP","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","Technical Specialist SP","10.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Professional","56000","120000","WOME Management SP","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I No OT 80","30000","70000","Technical Specialist PI","7.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Acquisition Sfty Env Prot PI","42.42","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Business Change PI","31.01","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Business Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Business Manager PI","28.43","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","CoE Senior Manager PI","8.92","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Communications PI","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Cost Control Eng Spclst PI","8.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Cost Control Fin Splst PI","33.42","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Disposal Delivery PI","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Engineering Manager PI","133.10","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Estimating Specialist PI","8.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","GAI Team Ld Organisation PI","5.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Head of Area PI","26.91","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","ILog Management PI","11.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Infrastructure PI","9.53","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","International Relations PI","4.52","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Modelling  Analysis PI","5.80","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","OHSE Health  Safety PI","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","P3M Internal Consultant PI","0.81","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Personal Assistant AS","0.60","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Policy  Process PI","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Portfolio Manager PI","71.76","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Private Secretary PI","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Programme Manager PI","15.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Project Controls Manager PI","73.83","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Project Controls Manager PII","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Project Manager PI","142.41","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Project Manager PII","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Quality Assurance PI","8.65","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Risk Specialist PI","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Sales Delivery PI","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Schedule Specialist PI","8.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Scientist PI","11.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Secretariat PI","10.07","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Security Advisor PI","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Security Officer PI","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior Analytics Manager PI","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior Architect PI","8.86","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior Business Analyst PI","2.76","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior Commercial Manager PI","119.65","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior Finance BP PI","18.96","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior Financial Actnt PI","5.81","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior HR Business Partner PI","11.60","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior IT Delivery Mgr PI","8.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior IT Development Mgr PI","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior IT Ops Mgr PI","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior Info Assurance Mgr PI","4.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Senior Management Actnt PI","3.90","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Service Del Management PI","81.76","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Service Del Management SP","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Snr Knowledge  Info Mgr PI","9.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Spt Soltion Snr Mgmt Cons PI","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Supply Chain Management DPI","24.58","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Supt System Managing Cons PI","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","TTLS PI","11.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Technical Specialist PI","44.62","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Training Practitioner PII","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional I","42000","95000","Warehouse  WOME Management","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II No OT 90","19000","50000","Technical Specialist PII","6.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Acquisition Sfty Env Prot PI","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Acquisition Sfty Env Prot PII","116.89","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Analytics Manager PII","5.78","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Architect PII","16.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Business Analyst PII","23.81","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Business Change PI","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Business Change PII","19.61","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Business Continuity Lead PII","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Business Manager PII","94.29","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Business Manager SAS","1.80","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","CoE Manager PII","23.95","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Commercial Manager SAS","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Communications PII","15.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Cost Controller Eng Pcpl PII","20.23","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Cost Controller Fin Pcpl PII","129.58","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Creative  Digital PII","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Disposal Delivery PII","5.80","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Engineering Manager PII","483.79","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Engineering Manager SAS","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Finance Business Partner PII","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Financial Accountant PII","33.24","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","GAI Snr Prct Organisation PII","13.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","HR Business Partner PII","11.34","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","ILog Management PII","8.70","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","ILog Movement PII","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","IT Delivery Manager PII","20.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","IT Developer PII","5.81","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","IT Operations Manager PII","10.81","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Info Assurance Mgr PII","15.81","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Information Manager PII","23.78","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Infrastructure PII","14.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","International Relations PII","13.26","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Management Accountant PII","39.30","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Material Accounting PII","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Media PII","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Modelling  Analysis PII","23.28","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","OHSE Envral Prot PII","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","OHSE Health  Safety PII","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Policy  Process PII","7.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Portfolio Manager PII","9.61","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Postal  Mail Manager PII","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Principal Estimator PII","24.76","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Principal Risk Manager PII","33.96","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Principal Scheduler PII","55.61","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Private Secretary PII","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Project Controls Manager PII","85.16","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Project Manager PII","408.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Project Manager SAS","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Quality Assurance PII","51.62","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Sales Delivery PII","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Scientist PII","18.70","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Secretariat PII","23.38","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Security Advisor PII","18.61","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Security Officer PII","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Senior Commercial Officer PII","201.60","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Senior Support System Cons PII","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Service Del Management PII","224.93","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Service Del Management SAS","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Spt Solution Jr Conslt PII","26.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Supply Chain Management PII","102.80","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","TTLS PII","102.62","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","TTLS SAS","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Technical Specialist PII","144.64","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Training Practitioner PII","5.16","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Professional II","30000","70000","Warehouse WOME Mgmt PII","20.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist No OT","19000","50000","Technical Specialist SAS","8.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist PH OT","56000","120000","Defence Courier SAS","22.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist 37","19000","50000","Commercial Manager SAS","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist 37","19000","50000","Logistics Trades AS","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist 37","19000","50000","Material Accounting AS","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist 37","19000","50000","Supply Chain Management AS","0.65","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist 37","19000","50000","WOME Operative AS","39.80","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist 37","19000","50000","Warehouse Operations AS","19.98","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist 42","19000","50000","Acquisition Sfty Env Prot SAS","63.50","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist 42","19000","50000","Assistant Commercial Offr AS","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment & Support","00212421","Senior Admin Specialist 42","19000","50000","Associate Bsns Analyst SAS","7.80","Knowledge and Information Management (KIM)"
