"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"26005981","N/D","SCS1","Head of Assurance and Reporting","Head of Equipment Programme Finance. Responsible for providing financial reporting and assurance to the SDA Senior Team and associated Boards and Committees, delivering an annual set of accounts that are robust and auditable, producing a coherent forecast supporting the programmes forecast and providing advice/guidance to a variety of stakeholders.","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005545","0","1","N/A","N/A","","Government Science and Engineering Profession","South West","nan","1"
"26005982","N/D","SCS1","Head of Corporate Operations","Responsible for Governance, Policy and Secretariat, Business Management and Communications","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","30005420","0","1","N/A","N/A","","Operational Delivery Profession","South West","nan","1"
"26005983","N/D","SCS1","In-Service Submarines Head","Responsible for projects supporting In-Service Submarines","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26006097","0","1","N/A","N/A","","Government Science and Engineering Profession","South West","nan","1"
"26005984","N/D","SCS1","Head of Naval Authority Group","Head of Naval Authority Group","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005673","0","1","N/A","N/A","","Government Science and Engineering Profession","South West","nan","1"
"26005985","Sheldon, Timothy (Timothy), Mr","SCS2","Director Submarines Acquisition","Procurement lead for UK submarines. Ultimately responsible for design, build and delivery of Astute and Dreadnought class submarines as well as the Maritime Underwater Future Capability projects.","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005544","0","1","115000","119999","","Government Science and Engineering Profession","South West","nan","1"
"26005986","N/D","SCS1","Head of Supply Chain Improvement","Responsible for management of projects on supply chain improvements","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005551","0","1","N/A","N/A","","Operational Delivery Profession","South West","nan","1"
"26005987","N/D","SCS1","Head Information, Security and Resilience","Responsible for security, information and infrastructure","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","30005420","0","1","N/A","N/A","","Government Knowledge and Information Management Profession","South West","nan","1"
"26005988","N/D","SCS1","Head of In-Service Finance","Responsible for developing, operating and maintaining appropriate financial management and control to support efficient reporting, costing and management of resources allocated to the in-service teams","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005673","0","1","N/A","N/A","","Government Finance Profession","South West","nan","1"
"26005993","N/D","SCS1","Head of Waterfront","Responsible for improving provision of Corporate Operations services at the Waterfront sites","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","30005420","0","1","N/A","N/A","","Operational Delivery Profession","North West","nan","1"
"26006096","N/D","SCS1","Head of Devonport Infrastructure Programmes","Responsible for ensuring the deliverability of the SDA’s Devonport Infrastructure Programme required to deliver future maintenance and defueling projects, and leading on SDA Devonport Infrastructure Approvals.","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005673","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"26006097","Halton, Paul (Paul), Rear Admiral","OF-7","Director Submarine Support","Responsible for leadership of teams focused on delivering capable and available submarines to the Royal Navy","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005544","0","1","130000","134999","","Project Delivery Profession","South West","nan","1"
"12345678","N/D","SCS1","Chief Operating Officer to Director Submarine Support (DSMS)","Responsible for teams focused on delivering capable and available submarines to the Royal Navy","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26006097","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"26006100","N/D","OF-6","Nuclear Propulsion Head","Nuclear Propulsion Head","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26006097","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"26006101","N/D","SCS1","Platform Equipment Delivery Team Head","Responsible for complementing the support provided by the Nuclear Propulsion, Combat Systems and Trident Systems teams","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26006097","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"26006102","N/D","SCS1","Head of Function Management","Responsible for the implementation of the SDA function management model","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","30005420","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"26006103","N/D","SCS1","Head of Submarine Production","Head Submarine Production responsible for project to deliver Astute Class submarines","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005985","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"26006104","N/D","SCS1","Head of SSN Replacement Team","Responsible for the SSN Replacement team and its projects","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005985","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"26006105","N/D","SCS1","Head of Portfolio Office","Responsible for the operation of the SDA Portfolio Office, covering portfolio performance, reporting, change control and portfolio analysis","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005545","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"30003831","N/D","SCS1","Combat Systems Delivery Team Head","Responsible for complementing the support provided by the Nuclear Propulsion, Combat Systems and Trident Systems teams","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26006097","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"30005420","Craddock, Ian (Ian), Mr","SCS2","Director Corporate Operations","Programme Manager Head responsible for the operation of the SDA, including: management of the governance structure and documentation; human resources; and information, security and infrastructure.","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005544","0","1","135000","139999","","Operational Delivery Profession","South West","nan","1"
"26005992","N/D","OF-6","Dreadnought Supply and Support Head","Responsible for Dreadnought Supply and Support programmes","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005985","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"26006099","N/D","OF-6","Trident Systems Head","Trident Systems Head and Deputy Chief Strategic Systems Executive","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005673","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"26005551","Carter, James (James), Mr","SCS2","Director Commercial","Commercial Director responsible for overseeing the negotiation and management of SDA contracts, coordinating management of Tier-1 Prime Contractors and supporting a number of supply chain and commercial initiatives across the SDA, MOD and Government as part of the Governments Commercial Function; and setting the commercial and supply chain vision and strategic plan of the SDA.","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005544","0","1","N/A","N/A","","Procurement Profession","South West","Employee is a member of the GCO and so his salary is not included here","1"
"26005585","N/D","SCS1","Head of Supplier Management","Head of Supplier Management responsible for coordinating management of the supply chain, and supporting a number of supply chain and commercial initiatives across the SDA.","Ministry of Defence","Ministry of Defence","Submarine Delivery Agency","030 679 71082","SDA-CorpOps-PolSec@mod.gov.uk","26005551","0","1","N/A","N/A","","Procurement Profession","South West","nan","1"
