"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"252196","N/D","SCS1","Head Support CIO CTO","Responsible for the architecture, design and integration of capabilities and services that define a capable and resilient Defence Support Enterprise, and delivering the vision for Defence Support as an Information-led organisation.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","252190","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"252195","N/D","SCS1","Head Forecast & Resource Planning","Responsible for delivery of Forecast & Resource Planning, a Support Transformation programme that aims to improve Defence demand and support planning.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","242222","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"252189","Wardlaw, Richard (Richard), Lieutenant General","OF-8","Chief of Defence Logistics & Support","CDLS is the Chief of the Defence Staff's principal staff officer for strategic military logistics and support advice and, as the Functional Owner for Support, is responsible for developing, cohering and assuring Support (defined as Logistic Support, Equipment Support and Engineering Support), and is the Defence lead for Support IS policy and strategy and for Support education and training.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","170000","174999","","Military","London","nan","1"
"270421","N/D","SCS1","Defence Support EST Head","The Head of the EST Programme will be responsible for successfully delivering the EST programme on behalf of the SRO and will also have responsibility for leading the Engineering Support Centre of Expertise (CoE), which is being created as part of the Support Operating Model as a temporary expedient pending the embedding of engineering support SQEP throughout the Support enterprise.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","9102","0","1","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"169389","Amison, Darrell (Darrell), Major General","OF-7","DIRECTOR DCDC","Produces horizon-scanning strategic trends, concepts and doctrine - underpinned by thorough evidence-based research and experimentation - to help inform national and international decisions in Defence strategy, concept and capability development and operations, and to provide the foundation for joint education, both now and into the future.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","109463","0","1","120000","124999","","Military","South East","nan","1"
"187786","Betton, Andrew (Andrew), Rear Admiral","OF-7","DIRECTOR JOINT WARFARE","Provides coherent, timely and expert logistics advice and direction in support of Departmental Plans and current and contingent operations, and brings coherence and consistency to the development of Defence Logistics Policy in order to maximise the freedom of action of operational commanders and to assure the E2E Logistics Enterprise.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","109463","0","1","125000","129999","","Military","East of England","Change of position title.","1"
"217013","N/D","OF-6","COO AND DEPUTY COMDT DEFAC","Lead transformational change programmes or projects; provide 1* comd, mgt and leadership for a number of trg schools.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","153171","0","1","N/A","N/A","","Military","South East","Change of position title.","1"
"109463","GALE, Ian (Ian), Air Marshal","OF-8","DIRECTOR GENERAL JFD","Supports the delivery of the current and future force by planning and delivery: Defence and Joint Education & Training; doctrine and concepts; Joint Warfare Development (including experimentation); and Defence Lessons. For JFC - Command Force Development.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","140000","144999","","Military","South East","nan","1"
"216009","N/D","SCS1","Director DCMCI","Responsible for managing the Technology School's military and civilian staff and its budget, ensuring VFM, and for working collaboratively across the Defence Academy to develop and implement its strategy.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","153171","0","1","N/A","N/A","","Operational Delivery Profession","South East","nan","1"
"94505","N/D","OF-6","Head Warfare Development","Joint Warfare's role is to enable the Joint Force to operate effectively by defining, measuring and validating the Joint Force capabilities and formations required to meet current, contingent and emerging threats; ensuring coherence across Defence through capability oversight, training, exercises and force development.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","187786","0","1","N/A","N/A","","Military","East of England","nan","1"
"185057","N/D","SCS1","Head JFD Resources & Policy","Responsible for the leadership and provision of Corporate Services in Joint Force Development.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","109463","0","1","N/A","N/A","","Operational Delivery Profession","South East","nan","1"
"176163","N/D","OF-6","DIRECTOR JSCSC","Lead, direct and manage the JSCSC and Armed Forces Chaplaincy Centre (AFCC) developing and delivering joint professional military education.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","153171","0","1","N/A","N/A","","Military","South East","nan","1"
"109484","N/D","SCS1","RCDS-SDS B","Leads, develops, mentors and enables the learning experience of those members assigned by the Commandant.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","116270","0","1","N/A","N/A","","Policy Profession","London","nan","1"
"2106092","N/D","OF-6","Deputy Director Joint Warfare","Deputy director for Director Joint Warfare","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","187786","0","1","N/A","N/A","","Military","East of England","nan","1"
"2164769","Lester, Philip (Philip), Air Vice Marshal","OF-7","RCDS RAF SDS","Assists the Commandant and Deputy Commandant in the effective running of RCDS and leads, develops, mentors and assesses course members.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","109463","0","1","125000","129999","","Military","London","Change of position title.","1"
"240662","N/D","OF-6","HEAD OF INTEGRATION AND TRG","Joint Warfare's role is to enable the Joint Force to operate effectively by defining, measuring and validating the Joint Force capabilities and formations required to meet current, contingent and emerging threats; ensuring coherence across Defence through capability oversight, training, exercises and force development.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","187786","0","1","N/A","N/A","","Military","East of England","Change of position title.","1"
"234206","McMahon, Stephen (Stephen), Major General","OF-7","RCDS SDS-D (ARMY)","Assists the Commandant and Deputy Commandant in the effective running of RCDS and leads, develops, mentors and assesses course members.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","216760","0","1","120000","124999","","Military","London","Change of position title.","1"
"30007614","N/D","SCS1","Head of Defence Modelling & Simulation","Awaiting  information","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118760","0","1","N/A","N/A","","Project Delivery Profession","South East","nan","1"
"2164770","Murrison, Richard (Richard), Rear Admiral","OF-7","RCDS RN SDS","Assists the Commandant and Deputy Commandant in the effective running of RCDS and leads, develops, mentors and assesses course members.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","109463","0","1","125000","129999","","Military","East of England","Change of position title.","1"
"116270","Norton, George (George), Sir","SCS2","RCDS COMMANDANT","Maintains and enhances the position of RCDS as the most prestigious and effective defence higher education centre for serving officers, officials and business people in the world.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","109463","0","1","115000","119999","","Policy Profession","London","Change of position title.","1"
"170926","N/D","OF-6","HEAD OF FUTURES & STRATEGY","Director Concepts & Doctrine’s Senior Advisor on all Futures, Maritime and Royal Navy issues. Oversees all DCDC Futures work and Royal Navy and Maritime conceptual and doctrinal products until final endorsement.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","169389","0","1","N/A","N/A","","Military","South East","nan","1"
"153171","Roe, Andrew (Andrew), Major General","OF-7","CEO DEFAC AND COMMANDANT","Command of and responsibility for JSCSC (including SLC, AFCC, DALSC and DCLC) staff and students (tri-service/international/civilian) - including welfare.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","109463","0","1","125000","129999","","Military","South East","Change of position title.","1"
"170927","N/D","OF-6","HEAD CONCEPTS","Director Concepts & Doctrine’s Senior Advisor on all Futures, Maritime and Royal Navy issues. Oversees all DCDC Futures work and Royal Navy and Maritime conceptual and doctrinal products until final endorsement.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","109463","0","1","N/A","N/A","","Military","South East","nan","1"
"199336","N/D","OF-6","HEAD DOCTRINE","Director Concepts & Doctrine’s Senior Advisor on all Futures, Maritime and Royal Navy issues. Oversees all DCDC Futures work and Royal Navy and Maritime conceptual and doctrinal products until final endorsement.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","169389","0","1","N/A","N/A","","Military","South East","nan","1"
"230712","N/D","SCS1","Head Resources","Responsible for developing and leading the Defence Academy's support functions to ensure efficient, effective and economic processes utilising modern technology to minimise staff effort and maximise reuse of data.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","153171","0","1","N/A","N/A","","Operational Delivery Profession","South East","Change of position title.","1"
"216760","Tunnicliffe, Garry (Garry), Air Vice Marshal","OF-7","RCDS DEPUTY COMMANDANT","Assists the Commandant in the effective running of RCDS and leads, develops, mentors and assesses course members.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","109463","0","1","125000","129999","","Military","London","Change of position title.","1"
"197881","N/D","SCS1","RCDS SDS-F","Leads, develops, mentors and enables the learning experience of those members assigned by the Commandant.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","116270","0","1","N/A","N/A","","Policy Profession","London","Change of position title.","1"
"197620","N/D","SCS1","Head of Development","Responsible for the management of Academy investment decisions through the Academy portfolio process and research into future markets and trends in educational delivery.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","153171","0","1","N/A","N/A","","Operational Delivery Profession","South East","nan","1"
"254221","N/D","SCS1","Head of Policy and Resources","Responsible for the management of policy and resources in the HLB.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","166390","0","1","N/A","N/A","","Government Finance Profession","London","nan","1"
"166393","N/D","OF-6","Deputy Director","Deputy DSF across all nominated tasks plus HQ coordination in support of DSF's direction.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","166390","0","1","N/A","N/A","","Military","London","nan","1"
"166390","N/D","OF-7","Director","Exercise command of all UKSF Units in peace crises and war, and is responsible to CDS through DSDS(Ops) for the conduct of all SF operations, exercises and training.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","120000","124999","","Military","London","nan","1"
"94483","Stickland, Charles (Charles), Lt General","OF-8","Chief of Joint Operations","Exercises operational command of UK forces assigned to overseas joint and combined operations and provides politically-aware military advice in order to achieve MOD UK's strategic objectives on operations.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","170000","174999","","Military","East of England","nan","1"
"198582","Ayling, Nicholas (Nick), Mr","SCS2","PJHQ COS (Finance & Policy)","Responsible to CJO for all finance and policy issues across joint operations.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","94483","0","1","95000","99999","","Government Finance Profession","East of England","nan","1"
"1708116","Elvis, Mike Major General","OF-7","PJHQ COS (Operations)","Responsible for the planning and execution of operations.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","94483","0","1","130000","134999","","Military","East of England","nan","1"
"94488","N/D","OF-6","PJHQ ACOS J1J4","Responsible for all personnel, admin, medical and logistics matters in the Permanent Joint Headquarters.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","N/A","N/A","","Military","East of England","Reports to senior individual outside of UKStratCom - Chief of Defence Staff","1"
"178361","N/D","OF-6","PJHQ ACOS J2","Responsible for all operational intelligence matters in the Permanent Joint Headquarters.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","N/A","N/A","","Military","East of England","Reports to senior individual outside of UKStratCom - Chief of Defence Staff","1"
"261353","N/D","OF-6","PJHQ ACOS J3","Responsible for all matters relating to current operations in the Permanent Joint Headquarters.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","N/A","N/A","","Military","East of England","Reports to senior individual outside of UKStratCom - Chief of Defence Staff","1"
"1058645","N/D","OF-6","PJHQ ACOS J5","Responsible for all crisis and deliberate planning matters in the Permanent Joint Headquarters.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","N/A","N/A","","Military","East of England","Reports to senior individual outside of UKStratCom - Chief of Defence Staff","1"
"197604","N/D","OF-6","PJHQ ACOS J6","Responsible for communications and information systems in the Permanent Joint Headquarters.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","N/A","N/A","","Military","East of England","Reports to senior individual outside of UKStratCom - Chief of Defence Staff","1"
"191133","N/D","SCS1","PJHQ ACOS J8","Responsible for all finance and Civilian Support to Operations matters in PJHQ.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","198582","0","1","N/A","N/A","","Government Finance Profession","East of England","nan","1"
"94536","N/D","SCS1","PJHQ ACOS J9","Responsible for all policy, legal & media operations matters in PJHQ.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","198582","0","1","N/A","N/A","","Policy Profession","East of England","nan","1"
"214783","Morris, Jim (Jim), Major General","OF-7","Comd SJFHQ","Provides coherent, timely and expert logistics advice and direction in support of Departmental Plans and current and contingent operations, and brings coherence and consistency to the development of Defence Logistics Policy in order to maximise the freedom of action of operational commanders and to assure the E2E Logistics Enterprise.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","94483","0","1","130000","134999","","Military","East of England","nan","1"
"220445","N/D","OF-6","SJFHQ COS","Provides coherent, timely and expert logistics advice and direction in support of Departmental Plans and current and contingent operations, and brings coherence and consistency to the development of Defence Logistics Policy in order to maximise the freedom of action of operational commanders and to assure the E2E Logistics Enterprise.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","214783","0","1","N/A","N/A","","Military","East of England","nan","1"
"168032","N/D","OF-6","Chief Joint Force Operation","Provides coherent, timely and expert logistics advice and direction in support of Departmental Plans and current and contingent operations, and brings coherence and consistency to the development of Defence Logistics Policy in order to maximise the freedom of action of operational commanders and to assure the E2E Logistics Enterprise.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","214783","0","1","N/A","N/A","","Military","East of England","nan","1"
"1964305","N/D","OF-6","Comd SJFLogC","Provides coherent, timely and expert logistics advice and direction in support of Departmental Plans and current and contingent operations, and brings coherence and consistency to the development of Defence Logistics Policy in order to maximise the freedom of action of operational commanders and to assure the E2E Logistics Enterprise.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","214783","0","1","N/A","N/A","","Military","East of England","nan","1"
"105516","N/D","SCS1","DI ATAC Head","Responsible for the provision of intelligence assessments on military and political issues, strategic warning and other developments in their region of interest.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105515","0","1","N/A","N/A","","Intelligence Analysis","London","nan","1"
"182746","N/D","SCS1","Head of Defence Intelligence Resources","Responsible for finance, civilian personnel issues, health and safety, security and business continuity, and also provides a secretariat that deals with parliamentary and ministerial business, corporate disclosure and communications issues.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105514","0","1","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"111804","N/D","OF-6","HEAD JOINT USER INTELLIGENCE & CYBER","The Joint User for Intelligence and Cyber is responsible for capturing user requirements and assuring their delivery across a range of joint intelligence and cyber-effects capabilities across Defence. The teams also capture and prioritise assured geospatial information; develop intelligence and Above Secret strategy and policy; drive coherence of the cyber domain; and, deliver specialised operational intelligence capabilities in collaboration with cross-government and international partners.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105519","0","1","N/A","N/A","","Military","London","nan","1"
"1641376","N/D","SCS1","DI AMEC Head","Responsible for the provision of intelligence assessments on military and political issues, strategic warning and other developments in their region of interest.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105515","0","1","N/A","N/A","","Intelligence Analysis","London","nan","1"
"216782","N/D","OF-6","Comd JCG","The Joint CEMA Group (JCG) facilitates the coordination and delivery of Cyber and Electromagnetic Intelligence, Surveillance and Reconnaissance (ISR) data, effects, force elements and services to Defence, in conjunction with UK and Five Eye (FVEY) Partners Across Government (PAG), in order to optimise support to strategic, operational and tactical decision makers and commanders.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105519","0","1","N/A","N/A","","Military","East Midlands","nan","1"
"10001","N/D","OF-6","DI REC Head","Responsible for the provision of intelligence assessments on military and political issues, strategic warning and other developments in their region of interest.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105515","0","1","N/A","N/A","","Military","London","Interim Post Unique Reference.","1"
"105517","N/D","SCS1","DI Capability Assessment Head","Capability Assessments provide intelligence assessments on subjects relating to Maritime, Land, Air & Space, Cyber, Missiles and Science & Technology..","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105515","0","1","N/A","N/A","","Intelligence Analysis","London","nan","1"
"183178","N/D","SCS1","DI Counter-Proliferation Head","The Defence Intelligence Counter-Proliferation team is the UK's all-source analytical capability for global counter proliferation.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105515","0","1","N/A","N/A","","Intelligence Analysis","London","nan","1"
"105514","N/D","OF-8","DI CDI","Principal adviser to the Ministry of Defence and wider Government on strategic Defence intelligence issues. The post holder is responsible for directing, co-ordinating and delivering military-focussed intelligence for UK customers and allies. They hold authority for all intelligence-related Defence strategies and are responsible for all military intelligence and security training.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","2118839","0","1","265000","269999","","Military","London","nan","1"
"246384","N/D","SCS1","CIO Defence Intelligence","DI CIO leads the implementation of a Digital and Information Strategy that is transformative in its ambition and provides a data centric approach to DI processes and services. The post holder is responsible for intelligence innovation, driving information exploitation (including analytics), optimising business processes to enable faster exploitation of technology and executing digitisation across DI to ensure data is valued, owned and appropriately managed.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105514","0","1","N/A","N/A","","Intelligence Analysis","London","nan","1"
"66000","N/D","OF-6","Commander NCGI","Commander National Centre for Geospatial Intelligence (NCGI) is the authority for UK GEOINT delivery, and, via their constituent units, is the primary provider to Defence and its partners of GEOINT expertise, analysis and services, imagery intelligence, deployable geographic technicians, foundation geospatial data and military mapping, and (in partnership with the UK’s Hydrographic and Meteorological Offices) assured data for safety of navigation.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105519","0","1","N/A","N/A","","Military","East of England","nan","1"
"105520","N/D","OF-6","DI OPS HD","The Head of the Defence Intelligence Operations is responsible for the coordination of intelligence support to MOD decision-making for current and planned operations, and is DI's primary link to MOD, OGDs and PJHQ for operational issues.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105515","0","1","N/A","N/A","","Military","London","nan","1"
"105519","Neal-Hopes, Timothy (Timothy), Air Vice Marshal","OF-7","Director Cyber, Intelligence and Information Integration (DCI3)","Director, MoD","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105514","0","1","220000","224999","","Military","London","nan","1"
"105515","N/D","SCS2","DI DCDI","DCDI directs the Defence Intelligence analytical teams that produce all-source defence intelligence assessments for Ministers, the Chiefs of Staff and senior officials","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105514","0","1","90000","94999","","Intelligence Analysis","London","nan","1"
"177188","Naomi Roberts, Mrs","SCS2","Director S&ES","Chief Operating Officer of the HLB - Coordinates all support and non Collect or analysts functions","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105514","0","1","90000","94999","","Military","London","nan","1"
"10002","N/D","SCS1","DI CI Head","Hd DI CI provides leadership and coordination of Defence Counter Intelligence activity across the Terrorism, Espionage, Sabotage, Subversion and Organised Crime (TESSOC) spectrum. Providing intelligence assessment and understanding and contesting the operating space through proactive and reactive activities in order to disrupt and deter hostile actors and protect Defence equities.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105515","0","1","N/A","N/A","","Intelligence Analysis","London","Interim Post Unique Reference.","1"
"254562","Adams-Foskett, Laura (Laura)","SCS2","Director Transformation HQ Defence Medical Services","Lead for managing and delivering transformation projects across the Defence Medical Services.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","149941","0","1","120000","124999","","Operational Delivery Profession","West Midlands","nan","1"
"204871","N/D","OF-6","Commander Defence Primary Healthcare","To deliver Primary Healthcare, Rehabilitation, Community Mental Health, Occupational and Public Health, and Dentistry in support of Commander Joint Forces Command and Director General's intent.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","105368","0","1","N/A","N/A","","Military","West Midlands","nan","1"
"105370","N/D","OF-6","Commander Joint Hospital Group","Formation Commander of all Joint Hospital Group units and personnel, including Royal Centre for Defence Medicine Clinical Unit.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","238072","0","1","N/A","N/A","","Military","West Midlands","nan","1"
"177599","Hodgetts, Timothy (Timothy), Major General","OF-7","SURGEON GENERAL","Lead for Medical Operational Capability and head of a team which initiates, develops and maintains medical, medicines management and nursing policy and the lead for medical information systems for the Defence Medical Services.","Ministry of Defence","Ministry of Defence","Strategic Command","030 6770 0691","UKStratCom-Secretariat@mod.gov.uk","149941","0","1","160000","164999","","Military","London","nan","1"
