"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department of Health & Social Care","NHS Blood and Transplant","Blood Supply M&L Directorate","41556243","Review/Non Body Band 8 - Range A","48526","54619","Senior Operational Manager","55.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Blood Supply M&L Directorate","41556243","Review/Non Body Band 8 - Range B","56164","65262","Senior Operational Manager","22.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Blood Supply M&L Directorate","41556243","Review/Non Body Band 8 - Range C","67064","77274","Senior Operational Manager","13.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Chief Executive Office","42685588","Review/Non Body Band 8 - Range C","67064","77274","Senior Operational Manager","1.00","Other","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","Review/Non Body Band 3","21730","23177","Operations Support Officer","91.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","Review/Non Body Band 4","23949","26282","Operations Support Officer","140.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","Review/Non Body Band 5","27055","32934","Operational Officer","118.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","Review/Non Body Band 6","33706","40588","Operational Officer","234.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","Review/Non Body Band 7","41659","47672","Operational Manager","245.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","Review/Non Body Band 8 - Range A","48526","54619","Senior Operational Manager","99.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","Review/Non Body Band 8 - Range B","56164","65262","Senior Operational Manager","58.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","Review/Non Body Band 8 - Range C","67064","77274","Senior Operational Manager","19.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","Review/Non Body Band 8 - Range D","79592","91787","Senior Operational Manager","19.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS(MC41) Associate Specialist New Contract","59436","97838","Consultant","1.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS(MC75) Specialty Doctor 2021","50373","78759","Consultant","4.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS|MN37|Specialty Registrar","33790","53132","Consultant","2.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS|YM53|Consultant (pre 31 Oct) - 3yrs Snr","89745","119133","Consultant","1.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS|YM54|Consultant (pre 31 Oct) - 4yrs Snr","90441","119133","Consultant","2.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS|YM56|Consultant (pre 31 Oct) - 6yrs Snr","98045","119133","Consultant","1.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS|YM58|Consultant (pre 31 Oct) - 9yrs Snr","99425","119133","Consultant","1.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS|YM68|Consultant (pre 31 Oct) - 19yrs Snr","99425","119133","Consultant","1.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS|YM72|Consultant (post 31 Oct)","88364","119133","Consultant","25.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Clinical Services Directorate","33236278","NHS|YM73|Consultant Locum","88364","119133","Consultant","2.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Digital Data and Technology Services Directorate","34984546","Review/Non Body Band 3","21730","23177","IT Officer","4.00","Digital, Data and Technology Professions","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Digital Data and Technology Services Directorate","34984546","Review/Non Body Band 4","23949","26282","IT Officer","7.00","Digital, Data and Technology Professions","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Digital Data and Technology Services Directorate","34984546","Review/Non Body Band 5","27055","32934","IT Support Officer","49.00","Digital, Data and Technology Professions","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Digital Data and Technology Services Directorate","34984546","Review/Non Body Band 6","33706","40588","IT Manager","31.00","Digital, Data and Technology Professions","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Digital Data and Technology Services Directorate","34984546","Review/Non Body Band 7","41659","47672","IT Manager","122.00","Digital, Data and Technology Professions","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Digital Data and Technology Services Directorate","34984546","Review/Non Body Band 8 - Range A","48526","54619","Senior IT Manager","42.00","Digital, Data and Technology Professions","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Digital Data and Technology Services Directorate","34984546","Review/Non Body Band 8 - Range B","56164","65262","Senior IT Manager","32.00","Digital, Data and Technology Professions","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Digital Data and Technology Services Directorate","34984546","Review/Non Body Band 8 - Range C","67064","77274","Senior IT Manager","13.00","Digital, Data and Technology Professions","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Digital Data and Technology Services Directorate","34984546","Review/Non Body Band 8 - Range D","79592","91787","Senior IT Manager","2.00","Digital, Data and Technology Professions","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Donor Experience and Communications Directorate","34955603","Review/Non Body Band 2","20270","21318","Information Officer","2.00","Government Knowledge and Information Management Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Donor Experience and Communications Directorate","34955603","Review/Non Body Band 3","21730","23177","Information Officer","31.00","Government Knowledge and Information Management Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Donor Experience and Communications Directorate","34955603","Review/Non Body Band 4","23949","26282","Communications Support Officer","23.00","Government Knowledge and Information Management Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Donor Experience and Communications Directorate","34955603","Review/Non Body Band 5","27055","32934","Communications Support Officer","19.00","Government Knowledge and Information Management Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Donor Experience and Communications Directorate","34955603","Review/Non Body Band 6","33706","40588","Snr Marketing & Campaigns Officer","44.00","Government Knowledge and Information Management Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Donor Experience and Communications Directorate","34955603","Review/Non Body Band 7","41659","47672","Communications Manager","46.00","Government Knowledge and Information Management Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Donor Experience and Communications Directorate","34955603","Review/Non Body Band 8 - Range A","48526","54619","Senior Communications Manager","10.00","Government Knowledge and Information Management Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Donor Experience and Communications Directorate","34955603","Review/Non Body Band 8 - Range B","56164","65262","Senior Communications Manager","12.00","Government Knowledge and Information Management Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Donor Experience and Communications Directorate","34955603","Review/Non Body Band 8 - Range C","67064","77274","Head of Marketing Modernisation & Technology","5.00","Government Knowledge and Information Management Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Finance Directorate","41738998","Review/Non Body Band 2","20270","21318","Finance Support Officer","1.00","Government Finance Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Finance Directorate","41738998","Review/Non Body Band 3","21730","23177","Finance Support Officer","37.00","Government Finance Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Finance Directorate","41738998","Review/Non Body Band 4","23949","26282","Finance Support Officer","28.00","Government Finance Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Finance Directorate","41738998","Review/Non Body Band 5","27055","32934","Finance Officer","21.00","Government Finance Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Finance Directorate","41738998","Review/Non Body Band 6","33706","40588","Finance Officer","27.00","Government Finance Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Finance Directorate","41738998","Review/Non Body Band 7","41659","47672","Finance Manager","23.00","Government Finance Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Finance Directorate","41738998","Review/Non Body Band 8 - Range A","48526","54619","Senior Finance Manager","22.00","Government Finance Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Finance Directorate","41738998","Review/Non Body Band 8 - Range B","56164","65262","Senior Finance Manager","19.00","Government Finance Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Finance Directorate","41738998","Review/Non Body Band 8 - Range C","67064","77274","Senior Finance Manager","4.00","Government Finance Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 2","20270","21318","Operations Support Officer","11.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 3","21730","23177","Operations Support Officer","51.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 4","23949","26282","Operations Support Officer","70.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 5","27055","32934","Operational Officer","50.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 6","33706","40588","Operational Officer","38.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 7","41659","47672","Operational Manager","299.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 8 - Range A","48526","54619","Senior Operational Manager","61.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 8 - Range B","56164","65262","Senior Operational Manager","22.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 8 - Range C","67064","77274","Senior Operational Manager","6.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Band 8 - Range D","79592","91787","Senior Operational Manager","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body NI Band 5","27055","32934","Operations Support Officer","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body NI Band 7","41659","47672","Operational Officer","15.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body NI Band 8 - Range A","48526","54619","Senior Operational Manager","2.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body NI Band 8 - Range B","56164","65262","Senior Operational Manager","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Scotland Band 3","23914","25808","Operations Support Officer","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Scotland Band 4","25914","28187","Operations Support Officer","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Scotland Band 5","28384","35365","Operational Officer","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Scotland Band 7","43422","50506","Operational Manager","26.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Scotland Band 8 - Range A","53513","57767","Senior Operational Manager","3.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Scotland Band 8 - Range B","63530","68223","Senior Operational Manager","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Scotland Band 8 - Range C","75711","81426","Senior Operational Manager","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Wales Band 7","42284","48388","Operational Manager","19.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Wales Band 8 - Range A","49244","55438","Senior Operational Manager","2.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","Review/Non Body Wales Band 8 - Range B","57006","66241","Senior Operational Manager","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Organ and Tissue Donation and Transplantation Directorate","34022327","NHS|YM72|Consultant (post 31 Oct)","88364","119133","Consultant","1.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","People Directorate","38592859","Review/Non Body Band 3","21730","23177","HR Assistant","20.00","Human Resources Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","People Directorate","38592859","Review/Non Body Band 4","23949","26282","HR Assistant","17.00","Human Resources Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","People Directorate","38592859","Review/Non Body Band 5","27055","32934","HR Officer","18.00","Human Resources Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","People Directorate","38592859","Review/Non Body Band 6","33706","40588","HR Officer","20.00","Human Resources Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","People Directorate","38592859","Review/Non Body Band 7","41659","47672","Senior HR Officer","40.00","Human Resources Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","People Directorate","38592859","Review/Non Body Band 8 - Range A","48526","54619","Senior HR Manager","22.00","Human Resources Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","People Directorate","38592859","Review/Non Body Band 8 - Range B","56164","65262","Senior HR Business Partner","19.00","Human Resources Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Plasma for Medicine Directorate","42515454","Review/Non Body Band 3","21730","23177","NHS Operations Support Officer","39.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Plasma for Medicine Directorate","42515454","Review/Non Body Band 4","23949","26282","NHS Operations Support Officer","5.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Plasma for Medicine Directorate","42515454","Review/Non Body Band 5","27055","32934","NHS Operations Support Officer","4.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Plasma for Medicine Directorate","42515454","Review/Non Body Band 6","33706","40588","NHS Operations Team Leader","10.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Plasma for Medicine Directorate","42515454","Review/Non Body Band 7","41659","47672","NHS Operations Team Leader","12.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Plasma for Medicine Directorate","42515454","Review/Non Body Band 8 - Range A","48526","54619","NHS Operations Team Leader","5.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Plasma for Medicine Directorate","42515454","Review/Non Body Band 8 - Range B","56164","65262","NHS Operations Team Leader","3.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Plasma for Medicine Directorate","42515454","Review/Non Body Band 8 - Range C","67064","77274","NHS Operations Team Leader","2.00","Medical Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Quality Directorate","42414964","Review/Non Body Band 4","23949","26282","Quality Officer","11.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Quality Directorate","42414964","Review/Non Body Band 5","27055","32934","Quality Officer","8.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Quality Directorate","42414964","Review/Non Body Band 6","33706","40588","Quality Officer","15.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Quality Directorate","42414964","Review/Non Body Band 7","41659","47672","Quality Manager","49.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Quality Directorate","42414964","Review/Non Body Band 8 - Range A","48526","54619","Senior Quality Manager","38.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Quality Directorate","42414964","Review/Non Body Band 8 - Range B","56164","65262","Senior Quality Manager","9.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Quality Directorate","42414964","Review/Non Body Band 8 - Range C","67064","77274","Senior Quality Manager","12.00","Operational Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Strategy and Transformation Directorate","39799813","Review/Non Body Band 5","27055","32934","Portfolio Co-ordinator","2.00","Project Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Strategy and Transformation Directorate","39799813","Review/Non Body Band 6","33706","40588","Project Support","1.00","Project Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Strategy and Transformation Directorate","39799813","Review/Non Body Band 7","41659","47672","Project Manager","5.00","Project Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Strategy and Transformation Directorate","39799813","Review/Non Body Band 8 - Range A","48526","54619","Strategy Manager","2.00","Project Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Strategy and Transformation Directorate","39799813","Review/Non Body Band 8 - Range B","56164","65262","Programme Manager","5.00","Project Delivery Profession","Unknown"
"Department of Health & Social Care","NHS Blood and Transplant","Strategy and Transformation Directorate","39799813","Review/Non Body Band 8 - Range C","67064","77274","Programme Manager","1.00","Project Delivery Profession","Unknown"
